"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","false","https://pbs.twimg.com/profile_banners/4259175317/1662436386","Mon Nov 23 18:52:45 +0000 2015","🇺🇸 #STANDWITHUKRAINE #NAFO #Nafofella / Tweets are my personal views. #RussiaIsATerroristState. @Jeff225.bsky.social",,,,,,,,,,,,,,,,"0","108788","2651","4809","true","4259175317","true","false","false","Washington, DC","1838","Jeffrey Silverman","1836170818079895856","false","https://pbs.twimg.com/profile_images/1566997850873122816/AweAaJyv_normal.jpg","","113502","https://twitter.com/JeffGovCon","user","https://x.com/JeffGovCon","JeffGovCon",,"@tribelaw @puppymnkey @realDonaldTrump Mueller obtained warrant to search inauthentic Facebook acts in the Russia-Trump Criminal Conspiracy investigation.  He will nail trump easy","Sun Sep 17 23:38:20 +0000 2017"
"false","true",,"Sat Jan 18 15:33:53 +0000 2014","Canada, Canadian, hockey, jobs, economics, Canadians.
It is NOT official and it is NOT affiliated with any Canadian government agency.",,,,,,,,,,,,,,,,"0","0","2038","1464","false","2298075552","false","false","false","","0","Canada Agent",,"false","https://pbs.twimg.com/profile_images/426755612911747072/4XGwNCsO_normal.jpeg","","364935","https://twitter.com/canada_agent","user","https://x.com/canada_agent","canada_agent",,"Trump business adviser Michael Cohen to testify in Russia investigation https://t.co/xhJvBZPrt4 #canada","Sun Sep 17 23:16:20 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/8736882/1691766345","Sat Sep 08 00:46:45 +0000 2007","Canada's national news organization. Customer care: @GlobeHelp. Share info with us anonymously: https://t.co/ROPEUBZwoO","tgam.ca/secure-drop","http://tgam.ca/secure-drop","96","119","https://t.co/ROPEUBZwoO",,,,,,"globeandmail.com","http://www.globeandmail.com","0","23","https://t.co/et2oIjDfo5","0","2620","2016717","1024","true","8736882","true","false","false","Canada","165833","The Globe and Mail","1679940074786414596","false","https://pbs.twimg.com/profile_images/742385672682512384/VfTAuqLg_normal.jpg","","691896","https://twitter.com/globeandmail","user","https://x.com/globeandmail","globeandmail","Business","Trump business adviser Michael Cohen to testify in Russia investigation https://t.co/163x538LkQ","Sun Sep 17 22:57:01 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/718766098/1447808768","Thu Oct 17 07:30:27 +0000 2013","",,,,,,,,,,,"twiends.com/tvotp1","http://twiends.com/tvotp1","0","22","http://t.co/Gncm5gHcvx","0","633","267","488","false","718766098","false","false","false","","45","TVOTP",,"false","https://pbs.twimg.com/profile_images/666784714435334144/mtxJOR1c_normal.jpg","","60692","https://twitter.com/TVOTP1","user","https://x.com/TVOTP1","TVOTP1",,"BREAKING NEWS About Trump/Russia Investigation... It's NOT Good

How much more of this garbage do we have to put... https://t.co/LEJfdIRvvM","Sun Sep 17 22:44:25 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/718766098/1447808768","Thu Oct 17 07:30:27 +0000 2013","",,,,,,,,,,,"twiends.com/tvotp1","http://twiends.com/tvotp1","0","22","http://t.co/Gncm5gHcvx","0","633","267","488","false","718766098","false","false","false","","45","TVOTP",,"false","https://pbs.twimg.com/profile_images/666784714435334144/mtxJOR1c_normal.jpg","","60692","https://twitter.com/TVOTP1","user","https://x.com/TVOTP1","TVOTP1",,"BREAKING NEWS About Trump/Russia Investigation... It's NOT Good

How much more of this garbage do we have to put... https://t.co/c72MAJog5P","Sun Sep 17 22:44:08 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/1644077846/1375581762","Sun Aug 04 01:44:47 +0000 2013","I AM THE OWNER AND CREATOR OF EXTREMELY PISSED OFF RIGHT WINGERS.",,,,,,,,,,,"facebook.com/EXTREMELYPISSE…","http://www.facebook.com/EXTREMELYPISSEDOFFRIGHTWINGERS2","0","22","http://t.co/AyOxzYYOm9","0","1","184","35","false","1644077846","false","false","false","usa","10","E.P.O.R.W",,"false","https://pbs.twimg.com/profile_images/378800000237668162/d5e4802fe7a854b386b17611276709da_normal.jpeg","","91272","https://twitter.com/EPORW2","user","https://x.com/EPORW2","EPORW2",,"BREAKING NEWS About Trump/Russia Investigation... It's NOT Good

How much more of this garbage do we have to put... https://t.co/GV0Gs6Qidq","Sun Sep 17 22:40:06 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/1644077846/1375581762","Sun Aug 04 01:44:47 +0000 2013","I AM THE OWNER AND CREATOR OF EXTREMELY PISSED OFF RIGHT WINGERS.",,,,,,,,,,,"facebook.com/EXTREMELYPISSE…","http://www.facebook.com/EXTREMELYPISSEDOFFRIGHTWINGERS2","0","22","http://t.co/AyOxzYYOm9","0","1","184","35","false","1644077846","false","false","false","usa","10","E.P.O.R.W",,"false","https://pbs.twimg.com/profile_images/378800000237668162/d5e4802fe7a854b386b17611276709da_normal.jpeg","","91272","https://twitter.com/EPORW2","user","https://x.com/EPORW2","EPORW2",,"BREAKING NEWS About Trump/Russia Investigation... It's NOT Good

How much more of this garbage do we have to put... https://t.co/sSkvanYaOf","Sun Sep 17 22:39:39 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/813292929779372032/1482740902","Mon Dec 26 07:58:39 +0000 2016","#NLP based #AI #News Engine designed to identify #FakeNews. #Software in #Beta. Individual news items are posted here.",,,,,,,,,,,"longislandtechnologynews.com","https://longislandtechnologynews.com/","0","23","https://t.co/ceFfhdyGOX","0","5","112","2","false","813292929779372032","false","false","false","Bohemia, NY","6380","LITechNews Posts","929410272074321921","false","https://pbs.twimg.com/profile_images/813299777723072512/NoIM-MHC_normal.jpg","","168180","https://twitter.com/LITechNewsPosts","user","https://x.com/LITechNewsPosts","LITechNewsPosts",,"#LITechNews: Mueller using grand jury as part of Russia investigation #Russia #Security #Trump https://t.co/bS1jaKDz2F","Sun Sep 17 22:35:06 +0000 2017"
"false","true",,"Thu Sep 14 00:17:27 +0000 2017","Baseball Sports commentary Sports commentary PGA Wrestling Government & Politics Wrestling NCAA football Wrestling News",,,,,,,,,,,"mit.edu","http://mit.edu","0","23","https://t.co/ng5U15VvbR","0","1","2","52","false","908122485937373185","false","false","false","New Jersey, USA","0","Doug the patriot!!",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","224","https://twitter.com/OlamaMohammed","user","https://x.com/OlamaMohammed","OlamaMohammed",,"@cnnbrk  so funny if corrupt criminal Clinton won there would be NO Russia investigation! American people arent buying and going for Trump!!","Sun Sep 17 22:27:21 +0000 2017"
"false","false",,"Fri Apr 14 15:13:26 +0000 2017","This is the story of Russia's attack on our election, possible collusion by Americans, and our collective response.",,,,,,,,,,,"whathappenedblog.com","http://whathappenedblog.com","0","23","https://t.co/iLOIwVsvpl","0","3519","15","165","false","852902622692507648","false","false","false","","56","What Happened","873123623317286916","false","https://pbs.twimg.com/profile_images/852903816852684801/I7503NP2_normal.jpg","","3950","https://twitter.com/WhatHappendBlog","user","https://x.com/WhatHappendBlog","WhatHappendBlog",,"Watch for signs that Trump's CIA director is politicizing the Russia investigation  https://t.co/p76wdS9RTE","Sun Sep 17 22:17:19 +0000 2017"
