"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/827478882685050880/1501510206","Fri Feb 03 11:28:34 +0000 2017","President Donald Trump Latest News and Updates from various news publications at one place https://t.co/N3za4Aq3dE","newzeb.com/topic/donald%2…","http://www.newzeb.com/topic/donald%20trump","91","114","https://t.co/N3za4Aq3dE","newzeb.com","http://www.newzeb.com","0","23","https://t.co/AJipr7WHof","0","0","206","474","false","827478882685050880","false","false","false","San Francisco, CA","0","Donald Trump News",,"false","https://pbs.twimg.com/profile_images/892000787718520833/HfWr9MNY_normal.jpg","","10889","https://twitter.com/Dtrump_newzeb","user","https://x.com/Dtrump_newzeb","Dtrump_newzeb",,"Trump: Putin denies, is ""insulted"" by election meddling accusation | Nor https://t.co/LjI8ptxj2a","Fri Dec 15 23:59:44 +0000 2017"
"false","false",,"Mon Mar 05 21:09:27 +0000 2012","There are no norms.",,,,,,,,,,,"0","31775","2789","1265","true","515869032","false","false","false","New York","577","~boo you~",,"false","https://pbs.twimg.com/profile_images/536506634613587968/dSLF6pKh_normal.jpeg","","143729","https://twitter.com/reginaphilanjie","user","https://x.com/reginaphilanjie","reginaphilanjie",,"WSJ: There's Mounting Evidence of Election Meddling Coming From the FBI https://t.co/5kXgPYRE1n","Fri Dec 15 23:58:54 +0000 2017"
"false","true",,"Mon Jun 22 13:26:35 +0000 2009","",,,,,,"wetumpkateaparty.com","http://wetumpkateaparty.com","0","22","http://t.co/8p60M7NfwV","0","6","1302","145","false","49626985","false","false","false","Wetumpka, AL","144","Wetumpka TEA Party",,"false","https://pbs.twimg.com/profile_images/286156597/Flag_Bgrd_normal.jpg","","25939","https://twitter.com/wetumpkatea","user","https://x.com/wetumpkatea","wetumpkatea",,"WSJ: There's Mounting Evidence of Election Meddling Coming From the FBI https://t.co/Lflnsf0DoV","Fri Dec 15 23:58:47 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/148744709/1490028186","Thu May 27 13:59:20 +0000 2010","Stop letting the media decide what you believe. If you took the time to think logically you would realize there is more that unites us than divides",,,,,,,,,,,"0","167","15","165","false","148744709","false","false","false","You are not here","0","Alex Cernoff",,"false","https://pbs.twimg.com/profile_images/934427894276870144/efyAFmpj_normal.jpg","","2937","https://twitter.com/ACPub101","user","https://x.com/ACPub101","ACPub101",,"@AC360 The question is why all of a sudden is this a big deal? This has been happening for years &amp; let us not forget how much the Obama admin tried to influence the election in Israel. Meddling is not a crime. the reason the media keeps it alive is to influence elections in the US","Fri Dec 15 23:56:33 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/969318211/1465594837","Sun Nov 25 03:43:09 +0000 2012","= an ULTRAMAGA deplorable guns and religion bitter clinger = southern by the grace of God = genuine redneck = #autism mom to an angel = #IStandWithIsrael = 🦏 =",,,,,,,,,,,"0","56458","14248","15240","true","969318211","false","false","false","Proud North Carolinian","4445","= Linda🇺🇸Wray = #🟦","1857298427534610471","false","https://pbs.twimg.com/profile_images/1657515223111090176/CBCP3Q-j_normal.jpg","","245744","https://twitter.com/_NCPatriot_","user","https://x.com/_NCPatriot_","_NCPatriot_",,"WSJ: There's Mounting Evidence of 2016 Election Meddling Coming From the FBI https://t.co/Jao5yxy9Km","Fri Dec 15 23:55:30 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/21929250/1355885546","Wed Feb 25 22:28:52 +0000 2009","#WeThePeopleMovement Progressive #OWS #MLK @Maddow @BarackObama #TheReidOut #Resistors #CrossTalk #VoteBlue @cspanwj #TeamFollowBack #UniteBlue @AOC SQUAD",,,,,,,,,,,"0","32597","28392","31075","true","21929250","false","false","false","","4811","MICHAEL DOLLAR",,"false","https://pbs.twimg.com/profile_images/2993238816/01c0fa578053b7117567d44cfc8c1870_normal.jpeg","","21083","https://twitter.com/MICHAELDOLLAR","user","https://x.com/MICHAELDOLLAR","MICHAELDOLLAR",,"TODDLER Trump CAN'T 'Handle the Truth' MORON Don Is So Unstable That His Advisers Have To Withhold and Structure Trump’s briefings so that Russian Election Meddling is never mentioned, because when Russia and the election are brought up, Trump goes off the rails. What an IDIOT. https://t.co/wTl5x0Vqls","Fri Dec 15 23:35:28 +0000 2017"
"false","true",,"Mon Dec 07 17:00:02 +0000 2015","Ex realtor, Fused & stained glass artist, property manager and a Canadian that loves Trump MAGA Happily married - no romantic connections wanted",,,,,,,,,,,"0","97973","12458","12550","false","4487940026","true","false","false","Canada","9736","Sharon Shepard","1217570067665154048","false","https://pbs.twimg.com/profile_images/965040872109690883/qK1sLex1_normal.jpg","","378448","https://twitter.com/SharonShepshan","user","https://x.com/SharonShepshan","SharonShepshan",,"WSJ: There's Mounting Evidence of Election Meddling Coming From the FBI https://t.co/OnnSeRbxLT","Fri Dec 15 23:25:54 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/15831285/1511658045","Wed Aug 13 01:47:34 +0000 2008","Unicorn horn, mandrake, astracite shards, Keoghtom's Ointment, red mountain flower, purple moss clumps, faerie wings, playa dust, absinthe.",,,,,,"hornsofaradia.com/2017/12/17/25-…","https://hornsofaradia.com/2017/12/17/25-time-to-fess-up/","0","23","https://t.co/0GQPWgRmyx","0","6512","118","198","false","15831285","false","false","false","The Gate-town of Sylvania","207","Disco_Devil",,"false","https://pbs.twimg.com/profile_images/661404333762711552/9K741ZyX_normal.jpg","","2980","https://twitter.com/Disco_Devil","user","https://x.com/Disco_Devil","Disco_Devil",,"@HillaryGuess @grokken @ggreenwald I recommend William Blum's *Killing Hope* for an overview. 😎 He publishes a few chapters on his website, including the one on our meddling in Italy's election right after WWII:
https://t.co/tTr0B9zCSr","Fri Dec 15 23:18:12 +0000 2017"
"false","true",,"Tue Dec 08 01:01:40 +0000 2015","Lifelong liberal Democrat.
Retired TV newswriter.",,,,,,"jackpolakoff.blogspot.com","http://jackpolakoff.blogspot.com/","0","23","https://t.co/YjxjjLYsoM","0","3463","6403","6007","true","4491531140","false","false","false","New York City","116432","Jack Polakoff",,"false","https://pbs.twimg.com/profile_images/1493627287916494855/B1hSaOTm_normal.jpg","","137427","https://twitter.com/JackPolakoff","user","https://x.com/JackPolakoff","JackPolakoff",,"@tribelaw Not only is Trump deeply in debt to Putin -- for election meddling and loans -- he also is in awe of a tyrant.
  #ImpeachTrump #TrumpLies #Resist #Resign #UniteBlue #TrumpTrain #MAGA #ImWithHer https://t.co/S3QrlKrnmN","Fri Dec 15 22:52:16 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/3272361769/1644853811","Wed Jul 08 23:12:25 +0000 2015","widow of an incredible woman💔🌈 veteran, retired ff/paramedic. EQUALITY. white supremacy is white peoples work to eradicate. lgbtq 💜🌈",,,,,,,,,,,"0","249548","359","121","true","3272361769","false","false","false","","624","punazon🟧",,"false","https://pbs.twimg.com/profile_images/1370382668739710977/IF4Qy25a_normal.jpg","","130158","https://twitter.com/punazon","user","https://x.com/punazon","punazon",,"@brhodes Of course. Party over a foreign government meddling in our election 🤬","Fri Dec 15 22:45:53 +0000 2017"
