"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"true","false","https://pbs.twimg.com/profile_banners/2308865377/1480287296","Fri Jan 24 19:34:46 +0000 2014","Animal activist🇨🇭 in FL,❤️my cat #Prochoice 
#SaveACA #BLM  #ALM #SaveUSPS
#Trumpisacriminal #SenateconvictTrump
#Biden/Harris2020",,,,,,,,,,,,,,,,,,,,,"0","57186","1250","1371","true","2308865377","false","false","false","Florida, USA","2177","Misha Meier 🌊🌊🌊😷🐾🐾🐾","1186388027356176384","false","https://pbs.twimg.com/profile_images/764159860082610176/YlO3OCMn_normal.jpg","","90617","https://twitter.com/mishachfl","user","https://x.com/mishachfl","mishachfl","Don't agree with you. It was the CERN Computer in little, neutral Switzerland that was the origin of the russian meddling in the 2016 election. And they have proof of it. Because CH is so much stronger than Russia or the USA... ROFLMAO What a Trumpanzee-moron you are! https://t.co/GQPchOs2nS","Sat Dec 16 23:54:24 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/301672091/1397024487","Thu May 19 21:18:26 +0000 2011","Constitutional Conservative 
#AmericaFirst 
#MAGA
 #KAG
 #ΜΟΛΩΝΛΑΒΕ  
#2A

I block liberal trolls, fake accounts, and anyone hostile to MAGA.",,,,,,,,,,,,,,,,,,,,,"0","4498","849","594","false","301672091","false","false","false","","155","buckfynn","1096814008429031424","false","https://pbs.twimg.com/profile_images/3781547066/9cfdd629e4de3f8bab3164ec98060398_normal.jpeg","","55109","https://twitter.com/buckfynn","user","https://x.com/buckfynn","buckfynn","WSJ: There's Mounting Evidence of Election Meddling Coming From the FBI https://t.co/vIKzdUeZyk","Sat Dec 16 23:52:19 +0000 2017"
"false","true",,"Mon Feb 27 20:03:34 +0000 2017","Outside Philly, college grad, retired",,,,,,,,,,,,,,,,,,,,,"0","13","11","96","false","836305797495816192","false","false","false","","0","Andrew Weitzenkorn",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","8678","https://twitter.com/AndrewWeitzenk1","user","https://x.com/AndrewWeitzenk1","AndrewWeitzenk1","Trump has claimed he wants 2 protect the integrity of the vote, yet has done nothing 2 protect it against foreign meddling like Russia did in the election he won. How serious can he be? Not very! Another Trump LIE!","Sat Dec 16 23:48:08 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/63762686/1421529926","Fri Aug 07 16:17:55 +0000 2009","Pure blood patriot. Arm-forces MAGA -     KAGA - 🇺🇸🇺🇸 🇺🇸🇺🇸🇺🇸⭐️  I follow back all patriots",,,,,,,,,,,,,,,,,,,,,"0","329","8256","8237","true","63762686","false","false","false","US","848","#OnEnAtIoN",,"false","https://pbs.twimg.com/profile_images/1295448625/Picture_309_normal.jpg","","38584","https://twitter.com/mymasterr","user","https://x.com/mymasterr","mymasterr","Mounting Evidence of Election Meddling https://t.co/8ruiq4kYuG","Sat Dec 16 23:31:26 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/621670573/1538198770","Fri Jun 29 07:29:38 +0000 2012","GOD Fearing Man married to a GOD Fearing woman. Thankful everyday for The Blessings of Our Great and Awesome GOD Yeshua Ha-Mashiach The Lord Jesus Christ.",,,,,,,,,,,,,,,,,,,,,"0","30109","7137","5754","true","621670573","false","false","false","","13595","Brother Errol Smythe","1854117463677362209","false","https://pbs.twimg.com/profile_images/1045907463596363776/6MsjlFxt_normal.jpg","","169082","https://twitter.com/AtThyWord777","user","https://x.com/AtThyWord777","AtThyWord777","WSJ: There's Mounting Evidence of Election Meddling Coming From the FBI https://t.co/mEWd4HO434","Sat Dec 16 23:25:39 +0000 2017"
"false","true",,"Sat Dec 27 16:39:57 +0000 2014","",,,,,,,,,,,,,,,,,,,,,"0","31891","184","310","true","2945251980","false","false","false","","14625","Agostini","1601257014197641216","false","https://pbs.twimg.com/profile_images/548945874932338688/Od3mXtyv_normal.jpeg","","52111","https://twitter.com/2Molinari","user","https://x.com/2Molinari","2Molinari","Yeah, Obama was certainly a light weight occupier of he White House. He had no guts and hid when the Russians were meddling in our election. He is gutless. https://t.co/LX3kU2GKbN","Sat Dec 16 23:19:16 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/21757798/1645890881","Tue Feb 24 14:28:53 +0000 2009","“These gays, they’re trying to murder me.” Lovin’ life in the Conch Republic! A conservative who just happens to be gay. #DeSantis2024",,,,,,,,,,,,,,,,,,,,,"0","204997","13153","13754","true","21757798","false","false","false","Sunny  & Free Key West, FL","4748","Johnny Conch","1495574441543274498","false","https://pbs.twimg.com/profile_images/1497600968619446276/DZI-3Tai_normal.jpg","","122638","https://twitter.com/JCinKeyWest","user","https://x.com/JCinKeyWest","JCinKeyWest","WSJ: There's Mounting Evidence of Election Meddling Coming From the FBI https://t.co/TJKdp53Dxs","Sat Dec 16 23:13:44 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/930224117747511297/1511093881","Tue Nov 14 00:01:27 +0000 2017","Dacha Lago. The correct name in Russia for Trump Florida Cave.",,,,,,,,,,,,,,,,,,,,,"0","4089","55","582","false","930224117747511297","false","false","false","","4","LidlBoli",,"false","https://pbs.twimg.com/profile_images/932221425167069184/MBWyyVVe_normal.jpg","","5031","https://twitter.com/LidlBoli","user","https://x.com/LidlBoli","LidlBoli","@ForeignPolicy Election meddling and Ukraine","Sat Dec 16 22:58:01 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/802909868168478720/1532288899","Sun Nov 27 16:20:04 +0000 2016","War against the foreign country only happens when the moneyed classes think they are going to profit from it. (George Orwell 1984)",,,,,,,,,,,,,,,,,,,,,"0","41448","2699","2938","true","802909868168478720","false","false","false","","1808","Brian Brown","832258924615180290","false","https://pbs.twimg.com/profile_images/1053696486557581312/ZLKHzTEP_normal.jpg","","36057","https://twitter.com/BrianBr33893155","user","https://x.com/BrianBr33893155","BrianBr33893155","Hondurans accuse US of election meddling @AJENews  https://t.co/MLdbSdwZhW","Sat Dec 16 22:55:31 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/26792275/1725886456","Thu Mar 26 16:57:01 +0000 2009","The magazine for global politics, economics, and ideas | Sign up for our newsletters: https://t.co/vasoTyHsYj","foreignpolicy.com/newsletters/","http://foreignpolicy.com/newsletters/","86","109","https://t.co/vasoTyHsYj",,,,,,,,,,,"foreignpolicy.com","http://www.foreignpolicy.com","0","23","https://t.co/91lmodrlGD","0","1756","1263644","1065","false","26792275","true","false","false","","22386","Foreign Policy","1854164007386567006","false","https://pbs.twimg.com/profile_images/1387089996532879364/WYZKsRZu_normal.jpg","","153715","https://twitter.com/ForeignPolicy","user","https://x.com/ForeignPolicy","ForeignPolicy","Tillerson is more concerned with Ukraine than election meddling. 

https://t.co/xz6knAxS7H","Sat Dec 16 22:53:02 +0000 2017"
