"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"true","true","https://pbs.twimg.com/profile_banners/732515283902943232/1469866545","Tue May 17 10:17:07 +0000 2016","RIP Sadly muck started a new journey thru the fog last nite 3-17-57/6-28-22.",,,,,,,,,,,,,,,,"ko-fi.com/muckmaker","https://ko-fi.com/muckmaker","0","23","https://t.co/ov7km04AaI","0","127444","132307","94389","true","732515283902943232","false","false","false","Montana, USA","21622","Muckmaker™",,"false","https://pbs.twimg.com/profile_images/992081846828646401/i6cYwtdI_normal.jpg","","141271","https://twitter.com/RealMuckmaker","user","https://x.com/RealMuckmaker","RealMuckmaker",,"Latest House Republican effort to derail Trump-Russia investigation cribbed from conspiracy group https://t.co/V0dp8Xp4E4","Sun Jul 30 23:58:03 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/885553755462275073/1499971320","Thu Jul 13 17:37:22 +0000 2017","https://t.co/H7SCaAF2Na","youtu.be/OCD99jMMuh0","https://youtu.be/OCD99jMMuh0","0","23","https://t.co/H7SCaAF2Na",,,,,,,,,,,,,,,,"0","55","1","33","false","885553755462275073","false","false","false","Garland, TX","33","Allan Charles Edward",,"false","https://pbs.twimg.com/profile_images/890068300432117761/W1dTacQy_normal.jpg","","365","https://twitter.com/Mandelbrotgazer","user","https://x.com/Mandelbrotgazer","Mandelbrotgazer",,"@donnylumpkin57 @CFWard57 @Trump_Factz @TuckerCarlson @FoxNews Trump said himself twice he fired Comey because of the Russia investigation.  That is flat out admitting to obstruction of justice.","Sun Jul 30 23:57:37 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/87957969/1533749728","Fri Nov 06 15:04:31 +0000 2009","Lifelong So.Dem & Civil Trial Paralegal in State & Federal Cts. Disabled, but still fighting for equality for all. NoDMs #Resist  #VoteDem #TheResistance",,,,,,,,,,,,,,,,,,,,,"0","109554","41533","28907","true","87957969","false","false","false","Between Tampa & Orlando","6661","@AdamsFlaFan","905254274522894336","false","https://pbs.twimg.com/profile_images/885904846343229440/fdrcGIr7_normal.jpg","","503896","https://twitter.com/AdamsFlaFan","user","https://x.com/AdamsFlaFan","AdamsFlaFan",,"Latest House Republican effort to derail Trump-Russia investigation cribbed from conspiracy group https://t.co/KJDIILvxhL","Sun Jul 30 23:42:26 +0000 2017"
"false","true",,"Fri May 22 18:03:45 +0000 2009","Old Woman Activist. Child of the 60s', antiwar~prosoldier.Believe in Poor,Women&Little Children, Pres. Obama,DOGS & CATS. #Resist #StandWithUkraine #Democracy",,,,,,,,,,,,,,,,,,,,,"0","53818","7291","7230","false","41865730","false","false","false","State of Red HELL.","93","zzelda01 Read my BIO",,"false","https://pbs.twimg.com/profile_images/529647770341101568/Myv7Msz9_normal.png","","184897","https://twitter.com/zzelda01","user","https://x.com/zzelda01","zzelda01",,"Latest House Republican effort to derail Trump-Russia investigation cribbed from conspiracy group https://t.co/KvqhJnWwTQ","Sun Jul 30 23:39:34 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/55937627/1354002352","Sat Jul 11 21:40:20 +0000 2009","Existential rants, Sports, Pop culture, Food & Art, Faith & Politics. Insurance nerd IG: jamesdwilder | RT’s aren’t always endorsements",,,,,,,,,,,,,,,,,,,,,"0","56654","595","1418","true","55937627","false","false","false","California, USA","890","James Wilder","1209355201473204224","false","https://pbs.twimg.com/profile_images/871471152933228544/gZYbeKVv_normal.jpg","","54032","https://twitter.com/jamesdwilder","user","https://x.com/jamesdwilder","jamesdwilder",,"@timmyp78 @FoxNews Distractions from the open investigation into Russia &amp; potential collusion w/Trump Campaign.","Sun Jul 30 23:32:50 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/1864669692/1457416921","Sat Sep 14 19:14:40 +0000 2013","",,,,,,,,,,,,,,,,,,,,,"0","589","45","116","false","1864669692","false","false","false","","84","@WarriorPoet",,"false","https://pbs.twimg.com/profile_images/827936434371846145/13ZPVaV0_normal.jpg","","490","https://twitter.com/bodymindbill","user","https://x.com/bodymindbill","bodymindbill",,"A New USA Today Report On Russia Investigation Just Spelled Disaster For Trump - https://t.co/gaorvSwksr","Sun Jul 30 23:24:01 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/322897229/1355287625","Thu Jun 23 22:46:27 +0000 2011","Independent; BizOwner/Employer; TaxPayer; OpenMinded, Informed, Opinionated; I call it as I see it.  Deal w/it ...or not...IDGAF! I support PresidentTrump",,,,,,,,,,,,,,,,,,,,,"0","7118","395","481","true","322897229","false","false","false","Reality in Central Florida","534","Karla",,"false","https://pbs.twimg.com/profile_images/3108829643/89425b8edbeb20e79d40d5fa8ab464ce_normal.jpeg","","49927","https://twitter.com/KSinCFL","user","https://x.com/KSinCFL","KSinCFL",,"@artistofideas @horowitz39 @realDonaldTrump Had Trump not fired Comey, would the Russia investigation be over? Was Comey ""instigate a Spec Prosecutor scheme"" his retaliation?","Sun Jul 30 23:23:15 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/832339220144484355/1490547733","Thu Feb 16 21:21:49 +0000 2017","Retired, Democrat, Dislike the entire tramp family, US ARMY VET I will refollow as long as you're not just trying to sell something or a DAMNED TRAMP BOT",,,,,,,,,,,,,,,,,,,,,"0","70604","3380","3227","true","832339220144484355","false","false","false","Indiana, USA","9933","Merle Jennings",,"false","https://pbs.twimg.com/profile_images/832661287842615297/iDAHaHr0_normal.jpg","","124488","https://twitter.com/MerleJennings18","user","https://x.com/MerleJennings18","MerleJennings18",,"Latest House Republican effort to derail Trump-Russia investigation cribbed from conspiracy group https://t.co/Fg0AsKG9Ka","Sun Jul 30 23:13:12 +0000 2017"
"true","false",,"Sun Feb 05 22:53:44 +0000 2017","Hispanic Floridian. Joined Twitter for the politics to give my FB friends a break. Please, no DMs or Lists",,,,,,,,,,,,,,,,,,,,,"0","285757","1762","2337","true","828376087071711232","false","false","false","United States","223","Marlene Stalter","1630996601354289164","false","https://pbs.twimg.com/profile_images/944660921930190848/3XHcTFTe_normal.jpg","","91251","https://twitter.com/yborgirl50","user","https://x.com/yborgirl50","yborgirl50",,"Russia investigation could uncover how much money Trump is still getting from Moscow https://t.co/OYRYSfi4vk Trump","Sun Jul 30 23:03:58 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/565673444/1609524679","Sat Apr 28 19:15:23 +0000 2012","Co-Conspirator",,,,,,,,,,,,,,,,,,,,,"0","154318","174","425","true","565673444","false","false","false","","253","This calm was overdue","1623414862972874752","false","https://pbs.twimg.com/profile_images/573402014912126976/5ymHV8YH_normal.jpeg","","34451","https://twitter.com/jayardubb","user","https://x.com/jayardubb","jayardubb",,"@PolarBearNipple @Impeach_D_Trump @DaveSFoley @nytimes Russia investigation springs more evidence weekly You 🙈🙉🙊? Also, this Ep story has been around for years and is fact, only ? is Trump's part","Sun Jul 30 23:01:14 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/20364178/1650677703","Sun Feb 08 12:40:04 +0000 2009","Our nation is hanging in a balance. Will we be ""The Land of the Free, Home of the Brave"" or bought and paid for by the highest bidder?",,,,,,,,,,,,,,,,,,,,,"0","25720","2349","2543","true","20364178","false","false","false","Wisconsin","212","Al A","1693791851294142771","false","https://pbs.twimg.com/profile_images/1309623807393574916/yeqeehk6_normal.jpg","","189094","https://twitter.com/True_Blue2020","user","https://x.com/True_Blue2020","True_Blue2020",,"Latest House Republican effort to derail Trump-Russia investigation cribbed from conspiracy group https://t.co/d8h0ra6COn","Sun Jul 30 22:56:35 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/526749834/1510961702","Fri Mar 16 20:08:12 +0000 2012","poker dealer #abolitionist #livingonstolenland #buildschoolsnotprisons #artwillsaveus #blacklivesmatter #translivesmatter",,,,,,,,,,,,,,,,,,,,,"0","1305","488","2107","true","526749834","false","false","false","Denver","106","pokerprop","1005126134806151169","false","https://pbs.twimg.com/profile_images/829450266185457668/s6Q8iy48_normal.jpg","","2285","https://twitter.com/adamalleman1","user","https://x.com/adamalleman1","adamalleman1",,"Robert Mueller’s Russia investigation, and why Trump is so afraid of it, explained https://t.co/SvWRqCaSTn via @voxdotcom","Sun Jul 30 22:50:45 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/213173102/1614729777","Mon Nov 08 05:02:18 +0000 2010","Political activist, artist, blogger, writer, poet, gardener, Environmentalist, Vegetarian & mother, just trying to MAKE A DIFFERENCE, like you! :)",,,,,,,,,,,,,,,,,,,,,"0","20362","534","1281","true","213173102","false","false","false","U.S.","1665","Caranina01",,"false","https://pbs.twimg.com/profile_images/1835983038062211072/JyIEcq3G_normal.jpg","","33436","https://twitter.com/Caranina01","user","https://x.com/Caranina01","Caranina01",,"More Witnesses Come Forward And Confirm Trump Tried To Obstruct The Russia Investigation via @politicususa https://t.co/LFGUbQIqML","Sun Jul 30 22:49:22 +0000 2017"
