"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/2891432029/1584577082","Thu Nov 06 00:49:09 +0000 2014","Like/RT/Follow ≠ Endorsement
Follow this list: https://t.co/yljcpctn4u","twitter.com/i/lists/290087…","https://twitter.com/i/lists/29008761","47","70","https://t.co/yljcpctn4u",,,,,,"0","13596","25545","29208","true","2891432029","false","false","false","Not Financial Advice","560","TaylorRichey⁹⁹⁹","1400295680703348739","false","https://pbs.twimg.com/profile_images/1258261190129651712/cyO5_-0f_normal.jpg","","4497","https://twitter.com/TheTaylorRichey","user","https://x.com/TheTaylorRichey","TheTaylorRichey",,"#DearDonaldJTrump saying you're hard on Russia while simultaneously ignoring their election meddling to me proves you're an accessory. I think all states have accessory laws. I ask you/the @GOP to stop providing safe harbor through inaction. I want the 2018 election to be fair.","Fri Apr 06 23:58:46 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/798903323260751872/1584623151","Wed Nov 16 14:59:29 +0000 2016","digital lifestyle preneur :)
making the most from discounted travel with up to 70% all things travel and leisure",,,,,,"bit.ly/2TfQBpU","http://bit.ly/2TfQBpU","0","23","https://t.co/tuiUG3O6L9","0","19449","2134","1875","false","798903323260751872","false","false","false","Altea, Spain","3454","@traveltasticpreneur",,"false","https://pbs.twimg.com/profile_images/1240625517042245633/tEAYOdlh_normal.jpg","","380243","https://twitter.com/Nano_coin","user","https://x.com/Nano_coin","Nano_coin",,"Clinton on Russian election meddling: 'More effective theft even than Watergate'

Hillary Clinton referred to Russia's meddling in the 2016 US presidential election as an ""act of aggression"" on Thursday, in her most extended comments yet about a contro https://t.co/Pg8ofXZaBO","Fri Apr 06 23:58:10 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/547795133/1536173947","Sat Apr 07 18:03:41 +0000 2012","Greetings in the name of his Imperial Majesty Emperor Haile Selassie I Jah Rastafari Who live'th and rain'eth with Haile Continually Ever faithful Ever sure",,,,,,,,,,,"0","10117","377","4752","true","547795133","false","false","false","Madison WI","2107","Gerald Johnson (Ras Jahson)",,"false","https://pbs.twimg.com/profile_images/1714065918781771776/szpHWOLn_normal.jpg","","16129","https://twitter.com/geraldjohnsonoo","user","https://x.com/geraldjohnsonoo","geraldjohnsonoo",,"Facebook announces changes to combat election meddling

https://t.co/73nwcvOjLR","Fri Apr 06 23:53:53 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/813645025493946369/1616484409","Tue Dec 27 07:17:45 +0000 2016","Christian, political junkie, football fan, love my awesome grandkids and my dogs! The West Wing is the best series EVER! Opinions are my own.",,,,,,,,,,,"0","64026","466","955","true","813645025493946369","false","false","false","Arizona, USA","1601","D Randall 🇺🇦❤️🇺🇦🙏🇺🇦","1165858444454371328","false","https://pbs.twimg.com/profile_images/826952966221336576/43MbnMCW_normal.jpg","","40284","https://twitter.com/idbronco7","user","https://x.com/idbronco7","idbronco7",,"Well this should help a little bit. Seems like he's trying to make it right.

Facebook announces changes to combat election meddling

https://t.co/JMpUI2r4I9","Fri Apr 06 23:53:11 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/14353369/1518395240","Thu Apr 10 17:42:29 +0000 2008","I hope you know this will go down on your permanent record.",,,,,,"hmpg.net","http://hmpg.net/","0","23","https://t.co/OIv7mkMhlr","0","24120","1362","310","true","14353369","false","false","false","In your backyard","714","Tokyo","1304835504102207488","false","https://pbs.twimg.com/profile_images/1289730655706730499/xrYka1ce_normal.jpg","","24667","https://twitter.com/jhcToyko","user","https://x.com/jhcToyko","jhcToyko",,"Facebook announces changes to combat election meddling https://t.co/xSjYNwqimT via @CNNMoney #ohplease","Fri Apr 06 23:49:13 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/27508947/1605744237","Sun Mar 29 21:28:25 +0000 2009","Playa del Rey, CA #BidenHarris. I can also be found on Mastodon @Lawoman@mastodon.coffee or pamster2022/post.news and https://t.co/KEdTTt2kou","spoutible.com/LAWoman","https://spoutible.com/LAWoman","118","141","https://t.co/KEdTTt2kou",,,,,,"0","182239","1649","2996","true","27508947","false","false","false","Southern California","384","LAWoman","1718150623714263305","false","https://pbs.twimg.com/profile_images/1329214249114112000/7dCLOFpJ_normal.jpg","","90983","https://twitter.com/pamster2009","user","https://x.com/pamster2009","pamster2009",,"@sam_vinograd @markknoller @PressSec @Google Trying to make it sound like he's doing something in regards to election meddling when he hasn't?","Fri Apr 06 23:47:15 +0000 2018"
,,,,,,"false","false",,"Wed Jan 10 03:06:41 +0000 2018","",,,,,,,,,,,"0","29671","183","620","true","950926840893288454","false","false","false","","231","God's lil helper",,"false","https://pbs.twimg.com/profile_images/950929975024078850/PaVEOazW_normal.jpg","","11400","https://twitter.com/AlbertLGoodman","user","https://x.com/AlbertLGoodman","AlbertLGoodman",,"@Bstn_trumpstah @Debojeno @TopRopeTravis @seanhannity Since you've done so much research, can you tell me why Trump still hasn't punished Russia for election meddling or chemical weapons attacks?  Why is China getting tariffs but not Russia?  Why did he congratulate Putin when he was told not to?","Fri Apr 06 23:34:14 +0000 2018"
,,,,,,"false","true",,"Sat Dec 02 02:27:43 +0000 2017","",,,,,,,,,,,"0","8007","31","32","false","936783908540223488","false","false","false","","0","Carolyn Eller",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","6935","https://twitter.com/CarolynEller4","user","https://x.com/CarolynEller4","CarolynEller4",,"@realDonaldTrump @bernieandsid @77WABCradio Break up facebook It has been more involved in election meddling than Russia ever was Sold personal information to anyone who would pay for it How do you think aliens got id's to vote","Fri Apr 06 23:32:38 +0000 2018"
,,,,,,"false","true",,"Sat Dec 02 02:27:43 +0000 2017","",,,,,,,,,,,"0","8007","31","32","false","936783908540223488","false","false","false","","0","Carolyn Eller",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","6935","https://twitter.com/CarolynEller4","user","https://x.com/CarolynEller4","CarolynEller4",,"@TomFitton @realDonaldTrump I'd bet that information sold by facebook was used to attain identity theft for aliens Facebook has been selling everyone's information to anyone who would pay for it That's the election meddling scandal","Fri Apr 06 23:28:46 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/34383891/1513405481","Wed Apr 22 20:17:58 +0000 2009","Retiree advocating for common sense gun regulations. All posts and opinions are my own.",,,,,,,,,,,"0","64389","64429","68815","true","34383891","true","false","false","Heath, TX","7280","Linda Hill","1853088701238190591","false","https://pbs.twimg.com/profile_images/941919381700853760/POQcf923_normal.jpg","","506140","https://twitter.com/bulldoghill","user","https://x.com/bulldoghill","bulldoghill",,"Moscow said on Friday it would respond firmly to new U.S. sanctions imposed against Russian businessmen, companies and government officials for what Washington called ""malign activity"" including alleged meddling in the 2016 U.S. election. https://t.co/ggRO9umQ4A","Fri Apr 06 23:26:12 +0000 2018"
