"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/56917394/1722973287","Wed Jul 15 03:54:01 +0000 2009","#AnimalLover #BiPetual My kids have paws🐾 #ChronicPain #Fibro #PTSD #GAD #Depression #LadyBugsRock #GrabYourWallet #Exvangelical",,,,,,"fingerscrossedandfairydust.com","http://www.fingerscrossedandfairydust.com","0","23","https://t.co/Td6e6AxTse","0","167073","14217","10915","true","56917394","false","false","false","Mourning Norman’s death","13363","🐘🐈🐕VJ Valerie Shordee 🐘🐕🐈","955977094965506048","false","https://pbs.twimg.com/profile_images/775717008734171136/CZWpagLg_normal.jpg","","182578","https://twitter.com/VJShordee444","user","https://x.com/VJShordee444","VJShordee444",,"SC Republican Rep. Trey Gowdy said Wednesday he believes President Donald Trump should meet with special counsel Robert Mueller, amid reported developments that indicate the President is a subject -- though not a criminal target -- in his investigation. https://t.co/88Jf2ciufD","Wed Apr 04 23:59:58 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/814522554350243841/1484066202","Thu Dec 29 17:24:44 +0000 2016","Retired, widow, democrat, loves my yorkie, enjoys movies, music, & stays current on politics & current events",,,,,,,,,,,"0","8788","175","157","true","814522554350243841","false","false","false","Pennsylvania, USA","1","Kathy Calaman",,"false","https://pbs.twimg.com/profile_images/853350253616967680/Om3r_ouo_normal.jpg","","26213","https://twitter.com/k_calaman","user","https://x.com/k_calaman","k_calaman",,"@k_calaman the Washington Post is now reporting @realdonaldTrump is under criminal investigation!! He should move from subject to target any day now!! Anxiously waiting the Obstruction report from Mueller re Trump!!","Wed Apr 04 23:59:55 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/824660966315069441/1674886516","Thu Jan 26 16:51:10 +0000 2017","Fighting abuse of power & defending democracy w/ the good people at @conpro and @pogowatchdog. Mama of two humans, spouse to @ThisisCED, and a #bittersoutherner",,,,,,"pogo.org/the-constituti…","https://www.pogo.org/the-constitution-project/","0","23","https://t.co/Mrln7FpXEi","0","7018","929","814","true","824660966315069441","false","false","false","Washington, DC","47","Sarah Turberville","1576897811211202561","false","https://pbs.twimg.com/profile_images/1420088895207788544/xUlsJjPU_normal.jpg","","2221","https://twitter.com/sarahturbo79","user","https://x.com/sarahturbo79","sarahturbo79",,"It’d be good if Congress would do its job and pass a bill to protect the Mueller investigation.  Don’t make the third branch step in - although it probably could.  @ConPro https://t.co/XPdNFSS18h","Wed Apr 04 23:59:51 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/1548489476/1515876926","Wed Jun 26 15:44:07 +0000 2013","Hard-hitting reporting and original ideas about the stories that matter most. Sign up for our weekly email: https://t.co/Q96sj3ciSe","politi.co/2phOq5X","http://politi.co/2phOq5X","108","131","https://t.co/Q96sj3ciSe","politico.com/magazine","http://www.politico.com/magazine","0","23","https://t.co/c82kBRMxci","0","536","77226","209","true","1548489476","false","false","false","","5283","POLITICO Magazine",,"false","https://pbs.twimg.com/profile_images/720671098405326848/-reu0Do__normal.jpg","","60356","https://twitter.com/POLITICOMag","user","https://x.com/POLITICOMag","POLITICOMag",,"Congressman Matt Gaetz says that Attorney General Jeff Sessions should end his recusal on the Russia probe and bring the Mueller investigation to a close: https://t.co/LL6VLld4Wp","Wed Apr 04 23:59:44 +0000 2018"
,,,,,,"false","true",,"Mon Mar 26 23:40:27 +0000 2018","My Family! I’m a common sense Conservative and I love Trump!",,,,,,,,,,,"0","39","5","26","true","978416421691580416","false","false","false","California, USA","0","jLei",,"false","https://pbs.twimg.com/profile_images/979301314457780224/HV9-VAKz_normal.jpg","","39","https://twitter.com/jLei62531960","user","https://x.com/jLei62531960","jLei62531960",,"@LouDobbs Hillary Clinton should have been the only target in the 1st place. America wants a complete financial analysis and accountability of Mueller’s investigation as well as justification of Mueller’s farce","Wed Apr 04 23:58:06 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/3310111235/1731810990","Sat Jun 06 02:59:29 +0000 2015","Married Baby BOOMER w Boxers. Hate me cause I'm #MAGA?  I still donate $10 monthly to Trump!
Small donors indicate a MOVEMENT.
❤EDUCATIONAL CHOICE, RULE OF LAW❤",,,,,,"wabcradio.com","https://wabcradio.com/","0","23","https://t.co/CXIW9rAsaJ","0","245653","1501","5141","true","3310111235","false","false","false","DJT PERSONIFIES FREEDOM. ","8540","Ain’t Your Daddy’s","1854075684622135415","false","https://pbs.twimg.com/profile_images/1469850467320713218/mpo4K_Cs_normal.jpg","","323474","https://twitter.com/UNLOVABLE_NIXON","user","https://x.com/UNLOVABLE_NIXON","UNLOVABLE_NIXON",,"@cowboyneok @TGowdySC @MSNBC @FBI @CIA Listen kiddo, anyone who is a republican and tells Trump to testify in front of Mueller is on the other team.  Your Team.

Don't you know he SLOWED DOWN the #benghazi investigation?  lol.  

Do you understand #maga has been infultrated?  

Gowdy is with you.","Wed Apr 04 23:57:45 +0000 2018"
,,,,,,"false","true",,"Sun Dec 03 04:46:46 +0000 2017","I am a Constitutional Conservative and Christian",,,,,,,,,,,"0","1273","42","75","true","937181290444582913","false","false","false","","1","Paul R Cavanaugh",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","2376","https://twitter.com/PoePrcava1","user","https://x.com/PoePrcava1","PoePrcava1",,"This infatuation has blinded Goudy from seeing what has been going on with the Mueller investigation for over a year. President Trump, don't even consider what Goudy is saying.","Wed Apr 04 23:56:44 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/4882053467/1460224910","Sat Feb 06 16:06:02 +0000 2016","Supports Law Enforcement our Vets and Donald J Trump. #Trump2020 #AmericaFirst",,,,,,,,,,,"0","52010","786","1001","true","4882053467","false","false","false","Pennsylvania, USA","307","Cat","786654996217597954","false","https://pbs.twimg.com/profile_images/1030854379295989761/wU6eTaUl_normal.jpg","","37828","https://twitter.com/Trump4Me","user","https://x.com/Trump4Me","Trump4Me",,"@marklevinshow As long as they stick to the scope of the Investigation i.e. Russia then there should be a debate between Mueller &amp; @POTUS And #POTUS gets to bring @seanhannity @marklevinshow @JaySekulow
 @legalinsurecection","Wed Apr 04 23:56:08 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1179710990/1690587258","Thu Feb 14 16:39:18 +0000 2013","you know why.

@OccuWorld@syzito.xyz",,,,,,"syzito.xyz/@OccuWorld","https://syzito.xyz/@OccuWorld","0","23","https://t.co/DkBEVA1wmy","0","39796","8992","1916","true","1179710990","false","false","false","Earth","387320","OccuWorld 🏴","1675448591152734210","false","https://pbs.twimg.com/profile_images/1684571679467651073/JTQjBuTA_normal.jpg","","3675123","https://twitter.com/OccuWorld","user","https://x.com/OccuWorld","OccuWorld",,"Has Mueller Already Been Subpoenaed in a Re-Impaneled Uranium One Investigation? https://t.co/PRhh0uldEj","Wed Apr 04 23:55:19 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/3310111235/1731810990","Sat Jun 06 02:59:29 +0000 2015","Married Baby BOOMER w Boxers. Hate me cause I'm #MAGA?  I still donate $10 monthly to Trump!
Small donors indicate a MOVEMENT.
❤EDUCATIONAL CHOICE, RULE OF LAW❤",,,,,,"wabcradio.com","https://wabcradio.com/","0","23","https://t.co/CXIW9rAsaJ","0","245653","1501","5141","true","3310111235","false","false","false","DJT PERSONIFIES FREEDOM. ","8540","Ain’t Your Daddy’s","1854075684622135415","false","https://pbs.twimg.com/profile_images/1469850467320713218/mpo4K_Cs_normal.jpg","","323474","https://twitter.com/UNLOVABLE_NIXON","user","https://x.com/UNLOVABLE_NIXON","UNLOVABLE_NIXON",,"@KeithLeo888 @TGowdySC @foxandfriends @FoxNews @realDonaldTrump Don't worry, he's REALLY on your side.  He's pretending to be on #maga side to slow down investigations like the Benghazi investigation.

Don't worry, he's with you or else Gowdy wouldn't tell Trump to answer the Mueller's questions.

Now do you get it?","Wed Apr 04 23:54:59 +0000 2018"
