"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/925726913485725696/1518664476","Wed Nov 01 14:11:10 +0000 2017","Freckled from Oregon",,,,,,,,,,,,,,,,"0","30033","132","307","false","925726913485725696","false","false","false","Oregon, USA","2","Lauren Heath",,"false","https://pbs.twimg.com/profile_images/963974429997907968/qXOU7Hu8_normal.jpg","","4735","https://twitter.com/LaurenH40496398","user","https://x.com/LaurenH40496398","LaurenH40496398",,"@CharlesMBlow Okay, so, are we lying to ourselves when we think “The Blue Wave” can beat the election meddling of the Russians?","Mon Apr 23 23:52:32 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/2444716760/1726277565","Tue Apr 15 01:46:19 +0000 2014","Student, Mother, Teacher and Free Thinker, who is a proud Métis.  #Resist #ERANow #AssaultWeaponsBan
#Backgroundchecks
No DMs",,,,,,,,,,,,,,,,"0","91999","2259","3028","true","2444716760","false","false","false","Montana, USA","2578","KayBear ☮","754152156995973121","false","https://pbs.twimg.com/profile_images/587473973832613888/sAoI1mXs_normal.jpg","","83758","https://twitter.com/KayBear54","user","https://x.com/KayBear54","KayBear54",,"@NatashaBertrand @aintshook What? The #Russians can appeal the Sanctions we placed on them for meddling in our election, power grids and Experian. BS! #Hardball","Mon Apr 23 23:39:34 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/106889639/1400003280","Thu Jan 21 00:30:04 +0000 2010","Washington DC's best place for new and used vinyl LP's.",,,,,,,,,,,"somrecordsdc.com","http://www.somrecordsdc.com/","0","22","http://t.co/AKkVtBBCPb","0","7839","2816","2200","true","106889639","false","false","false","Washington, DC","308","Som Records",,"false","https://pbs.twimg.com/profile_images/466274786818015234/NXTQtk1H_normal.jpeg","","13209","https://twitter.com/SomRecordsDC","user","https://x.com/SomRecordsDC","SomRecordsDC",,"@hunterlurie Meddle as in Election Meddling.","Mon Apr 23 23:08:20 +0000 2018"
"true","true",,"Sun May 17 04:18:00 +0000 2009","Big Gulps, eh?",,,,,,,,,,,,,,,,"0","40954","368","1455","true","40606142","false","false","false","ARIZONA, USA","1057","PaulyBB",,"false","https://pbs.twimg.com/profile_images/1076962493547900929/-03mF3lm_normal.jpg","","62499","https://twitter.com/Buscusriot","user","https://x.com/Buscusriot","Buscusriot",,"@_JRS79 @FBI Meddling in what election? It is a simple question.","Mon Apr 23 22:38:21 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1967935447/1528836616","Fri Oct 18 01:22:53 +0000 2013","State Senator proudly representing the 13th District in Fayette County.

Caucus Chair for the @KYSenateDems.",,,,,,,,,,,"legislature.ky.gov","http://legislature.ky.gov","0","23","https://t.co/PkerPZt3cL","0","502","3536","419","false","1967935447","false","false","false","Lexington, Kentucky","2194","Sen. Reggie Thomas",,"false","https://pbs.twimg.com/profile_images/986764305667420161/8fI_bvk6_normal.jpg","","4380","https://twitter.com/ReggieThomasKY","user","https://x.com/ReggieThomasKY","ReggieThomasKY",,"Reggie on Russian meddling in the 2016 election:

The Mueller investigation must go forward. Congressional Democrats need to keep putting pressure on @SenateMajLdr to do what is right and pass a bill to protect both Mueller and Rod Rosenstein.","Mon Apr 23 22:36:35 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/15138137/1650922236","Mon Jun 16 20:13:25 +0000 2008","University of Kentucky Public Radio, where NPR Rocks @ 91.3. Lexington news, NPR, indie rock, and more. Like us on Facebook: https://t.co/Z4aXkxEBKp.","on.fb.me/tLEw8K","http://on.fb.me/tLEw8K","125","148","https://t.co/Z4aXkxEBKp",,,,,,"wuky.org","http://www.wuky.org","0","23","https://t.co/hdz3FhySsB","0","504","7953","5987","true","15138137","false","false","false","Lexington, KY","4465","WUKY",,"false","https://pbs.twimg.com/profile_images/1544438237808271365/H3WBnbCR_normal.jpg","","22984","https://twitter.com/wuky","user","https://x.com/wuky","wuky",,"@AmyMcGrathKY: We need a 9/11-style commission on Russian election meddling.","Mon Apr 23 22:32:16 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1447670179/1720027512","Wed May 22 01:11:00 +0000 2013","@fox35orlando digital anchor. @universityofky grad. Runner. Fantasy baseball commissioner. Dog lover. Crossword enthusiast. RTs ≠ endorsements.",,,,,,,,,,,"fox35orlando.com/fox-local","https://www.fox35orlando.com/fox-local","0","23","https://t.co/hfBECoFiiE","0","8375","3841","1740","true","1447670179","false","false","false","Orlando, Fla.","4184","Garrett Wymer",,"false","https://pbs.twimg.com/profile_images/1786149855645007872/Jeg830bE_normal.jpg","","23319","https://twitter.com/GarrettFOX35","user","https://x.com/GarrettFOX35","GarrettFOX35",,"McGrath calls for a “9/11-style commission” to investigate election meddling. Says we have to get to the bottom of Russia’s involvement.","Mon Apr 23 22:30:55 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1447670179/1720027512","Wed May 22 01:11:00 +0000 2013","@fox35orlando digital anchor. @universityofky grad. Runner. Fantasy baseball commissioner. Dog lover. Crossword enthusiast. RTs ≠ endorsements.",,,,,,,,,,,"fox35orlando.com/fox-local","https://www.fox35orlando.com/fox-local","0","23","https://t.co/hfBECoFiiE","0","8375","3841","1740","true","1447670179","false","false","false","Orlando, Fla.","4184","Garrett Wymer",,"false","https://pbs.twimg.com/profile_images/1786149855645007872/Jeg830bE_normal.jpg","","23319","https://twitter.com/GarrettFOX35","user","https://x.com/GarrettFOX35","GarrettFOX35",,"Next question: election security, given Facebook data breach and election meddling.","Mon Apr 23 22:29:17 +0000 2018"
"false","false",,"Mon Dec 06 00:23:52 +0000 2010","Engineer. Numbers/Data. Limited government. Capitalism. Free speech. Due process. Ex-Democrat.",,,,,,,,,,,,,,,,"0","38553","415","4970","true","223299902","true","false","false","","1042","Politikx",,"false","https://pbs.twimg.com/profile_images/943240009384992768/39RzeO_V_normal.jpg","","5823","https://twitter.com/politikx","user","https://x.com/politikx","politikx",,"@AshaRangappa_ @KimStrassel Charges have nothing to do with collusion. 
Manafort/Gates: lying to FBI abt lobbying for Ukraine (NOT Russia) BEFORE joining Trump campaign
Flynn: lying to the FBI abt meeting Russian Amb AFTER Trump won
13 Russians: meddling in the US election (NOT for collusion) #FakeNewsCNN","Mon Apr 23 22:26:35 +0000 2018"
"false","false",,"Mon Dec 06 00:23:52 +0000 2010","Engineer. Numbers/Data. Limited government. Capitalism. Free speech. Due process. Ex-Democrat.",,,,,,,,,,,,,,,,"0","38553","415","4970","true","223299902","true","false","false","","1042","Politikx",,"false","https://pbs.twimg.com/profile_images/943240009384992768/39RzeO_V_normal.jpg","","5823","https://twitter.com/politikx","user","https://x.com/politikx","politikx",,"@AshaRangappa_ @KimStrassel The charges have nothing to do with collusion. 
Manafort/Gates: lying to the FBI abt lobbying for Ukraine (NOT Russia) BEFORE joining Trump campaign.
Flynn: lying to the FBI abt meeting Russian Amb AFTER Trump won
13 Russians: meddling in the US election (NOT for collusion)","Mon Apr 23 22:25:25 +0000 2018"
