"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","false","https://pbs.twimg.com/profile_banners/873259997232320515/1682183695","Fri Jun 09 19:26:22 +0000 2017","A VOTE FOR A MAGA REPUBLICAN IS A VOTE TO DESTROY DEMOCRACY.

""NOLITE TE BASTARDES CARBORUNDORUM""",,,,,,,,,,,"0","1328","237","84","true","873259997232320515","false","false","false","United States","30629","Jim B","1678180841699127296","false","https://pbs.twimg.com/profile_images/1812153854693150720/5PVQC3Qw_normal.jpg","","65637","https://twitter.com/cedar1900","user","https://x.com/cedar1900","cedar1900",,"@JTM_YVA @realDonaldTrump Patience Jackass

After a two-year investigation
33 congressional hearings
4 public hearings
Costing us $7 million dollars
Including a 800-page report
Republicans failed to pin the tail on Clinton

You had your chance
You failed

It's Mueller time.
https://t.co/Woir7aKUn9 https://t.co/QBHeXRMNbY","Sun Apr 22 23:58:54 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/457060622/1561914041","Sat Jan 07 00:10:48 +0000 2012","Lifelong educator, learner. Wondering where all the Whigs went. “Ridiculous...not a serious person”: some guy on Twitter. Also at https://t.co/ogSUFRyo6U","cegiii.bsky.social","http://cegiii.bsky.social","130","153","https://t.co/ogSUFRyo6U","thehedgehogandthefox.substack.com/about?utm_sour…","https://thehedgehogandthefox.substack.com/about?utm_source=menu-dropdown","0","23","https://t.co/xNthmesLla","0","60836","1310","1945","false","457060622","false","false","false","Connecticut","733","CEG3","1317992676986359810","false","https://pbs.twimg.com/profile_images/1861776958494777344/TXd7f2SV_normal.jpg","","24750","https://twitter.com/cegriff3","user","https://x.com/cegriff3","cegriff3",,"@BillKristol @realDonaldTrump If @realDonaldTrump is right, then as @POTUS he should cooperate fully w/the Congressional investigation – including releasing all relevant documentation &amp; ordering all parties to cooperate fully – &amp; fire #Mueller &amp; shut down #MuellerInvestigation. And yet he's done neither.","Sun Apr 22 23:58:13 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1390677109/1530873591","Mon Apr 29 23:07:25 +0000 2013","I love music and words and the NY Mets. Kindness gratitude and humility are rare and wonderful traits. Religion ruins everything",,,,,,,,,,,"0","166198","2412","2748","true","1390677109","false","false","false","Richmond, VA","2623","Rupert Holmes","1837503145951257036","false","https://pbs.twimg.com/profile_images/1834218187623182336/CpJ6HXnO_normal.jpg","","90199","https://twitter.com/thebard1313","user","https://x.com/thebard1313","thebard1313",,"@CharlesMBlow I think you’re right. Our focus should be on taking back as many seats as possible and supporting the Mueller investigation. For now that is. I could easily see Trump doing things so beyond the pale that an attempt to impeach him could become necessary.","Sun Apr 22 23:56:17 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/324145805/1521926927","Sun Jun 26 02:46:04 +0000 2011","Listens to both sides as long as there are facts. Cynicism &sarcasm work, lack of facts doesn't. Cuck Fancer. #VoteBlue

Join me on that blue site, same handle!",,,,,,,,,,,"0","66819","1933","2281","true","324145805","false","false","false","United States","4684","Jodi Lewis",,"false","https://pbs.twimg.com/profile_images/919354461973336064/5q4vn8E7_normal.jpg","","82771","https://twitter.com/portside27","user","https://x.com/portside27","portside27",,"@TBW234 @doctorcherokee @ladydeath413 @realDonaldTrump I did no such thing.  Show me where I said you were right.  I said investigations are good.  Mueller is getting closer and closer to Trump and now the Cohen investigation -- that's his guy.  I'm guessing you got your degree from Trump University.","Sun Apr 22 23:55:17 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/2547517884/1615542199","Thu Jun 05 06:36:07 +0000 2014","#RGBRIP/Artist, Wife, Fab4 Mom, Yaya of 3!, #RockHound, #EndWhiteSilence, #FeminismRocks, She/Her #SaveTheChildren #BelieveSurvivors, #ClimateChange 🚫DMs!!",,,,,,"darcyclinedesign.com","http://darcyclinedesign.com","0","23","https://t.co/Jt6SR4N6hH","0","25009","1365","1641","true","2547517884","false","false","false","Washington, USA","289","designerdarcy","840094077479661570","false","https://pbs.twimg.com/profile_images/1370022763285553155/25yN9XOu_normal.jpg","","37218","https://twitter.com/designerdarcy","user","https://x.com/designerdarcy","designerdarcy",,"Do you think the #Mueller investigation is based on something other than #ComeysMemos? https://t.co/cgatolr6yL","Sun Apr 22 23:54:50 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/44444610/1479270695","Wed Jun 03 20:10:36 +0000 2009","* #NHFTHR = #NoHopeForTheHumanRace * My Opinions * #GenX * Our kids have 🐾 * #nonHumanRights * Retired Business Analyst * #BLM * In 1968 CO2 was 325 * 🇳🇱",,,,,,,,,,,"0","80070","1324","1065","false","44444610","false","false","false","* EU *","22196","#NHFTHR 👇🏽","1146089878083526656","false","https://pbs.twimg.com/profile_images/1131806560504688640/A6YiXffC_normal.jpg","","98070","https://twitter.com/NHFTHR","user","https://x.com/NHFTHR","NHFTHR",,"@speechboy71 No one is above the law &amp; SC R. Mueller III is authorized to investigate &amp; report all crimes that may rise directly from the investigation.  #trumprussia https://t.co/3sdkOc0ukn","Sun Apr 22 23:53:49 +0000 2018"
"false","true",,"Tue Aug 29 19:34:58 +0000 2017","God, Blessed husband, Store Manager @ Lowe’s, enjoy riding Mountain Bikes, Rams and Dodgers fan!",,,,,,,,,,,"0","5","2","15","false","902615579931979776","false","false","false","Santa Clarita, CA","0","Patrick Cosley",,"false","https://pbs.twimg.com/profile_images/1084614815773933568/x0yhBruM_normal.jpg","","1","https://twitter.com/CosleyPatrick","user","https://x.com/CosleyPatrick","CosleyPatrick",,"@realDonaldTrump I have been hearing the collusion  story for a year and a half. Since the investigation there hasn’t been 1 shred of evidence.  It’s time to drain the swamp and start with Mueller and his band of corrupt kroonies !!","Sun Apr 22 23:52:29 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/46508555/1571526373","Thu Jun 11 22:24:12 +0000 2009","Proud member of the Resistance and Rebel Scum since the 1980 Presidential Election. RIP Jimmy Buffett 🌴🍔🦜",,,,,,,,,,,"0","39770","1829","3332","true","46508555","false","false","false","Texas, USA","4357","Juan Sánchez Villa-Lobos Ramírez ☮️","1847649704827318691","false","https://pbs.twimg.com/profile_images/1576723803610222593/15h_fH70_normal.jpg","","66801","https://twitter.com/mojobijuan","user","https://x.com/mojobijuan","mojobijuan",,"@ilmgal @kylegriffin1 @maddow That’s exactly what I was thinking. Giuliani joins the team just to see the Mueller investigation step up and say that he has a conflict of interest, because he is a person of interest","Sun Apr 22 23:52:22 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/420468980/1732237368","Thu Nov 24 17:28:18 +0000 2011","",,,,,,,,,,,"0","509","389","4632","false","420468980","false","false","false","Silver Spring, MD","22473","Selena Robinson",,"false","https://pbs.twimg.com/profile_images/596052809411268608/L7L3Vaed_normal.jpg","","78458","https://twitter.com/SelenaRobinson3","user","https://x.com/SelenaRobinson3","SelenaRobinson3",,"10. Request an investigation confirming allegations a woman assuming my identity was questioned, interviewed by federal agents, a U.S. Attorney General, or former FBI director Robert Mueller, et al..","Sun Apr 22 23:50:09 +0000 2018"
"false","false",,"Fri Oct 18 22:06:11 +0000 2013","",,,,,,,,,,,"0","754","32","154","false","1969620450","false","false","false","","13","Melanie Wheelwright",,"false","https://pbs.twimg.com/profile_images/378800000633593366/c48635ca77bb4e560c6fb0fbe8287dde_normal.jpeg","","568","https://twitter.com/MyWheelut","user","https://x.com/MyWheelut","MyWheelut",,"@realDonaldTrump @FoxNews We, as Americans, should be very concerned with scope of this investigation. We are paying for Mueller and the hug team he has.","Sun Apr 22 23:48:17 +0000 2018"
