"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,,,,,,"false","false",,"Sat Apr 09 03:06:33 +0000 2016","Life long Democrat.Noir movies, Crime fiction,Elvis Presley,Johnny Mathis, NY Yankees, NY Giants, #RESIST #45NotMyPresident! No LISTS‼️#NRA👎🏼👎🏼",,,,,,,,,,,"0","22533","1141","2276","true","718636188102475776","false","false","false","Connecticut, USA","36","Marlene Chavanick",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","12731","https://twitter.com/MarleneChavani1","user","https://x.com/MarleneChavani1","MarleneChavani1","@TheBriefing2016 @CorrectRecord why isn't an in depth investigation concerning trump &amp; Russia being done. I don't get it","Sat Oct 15 20:46:54 +0000 2016"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/745678642357764096/1472583250","Wed Jun 22 18:03:37 +0000 2016","",,,,,,,,,,,"0","43","2","34","false","745678642357764096","false","false","false","","4431","Def D. Phaas",,"false","https://pbs.twimg.com/profile_images/745703164138029057/auYxL2mW_normal.jpg","","4484","https://twitter.com/d_phaas","user","https://x.com/d_phaas","d_phaas","https://t.co/MTvsLwCQI7
Top Democrats Request FBI Investigation of Trump Campaign Ties To Russia Over Hacking https://t.co/AkjqOwDqsc","Sat Oct 15 19:43:58 +0000 2016"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/234759799/1363864860","Thu Jan 06 14:07:13 +0000 2011","Nothing but the best in techno zombie, stacktraced geekology: call	 CRLF; mov ax,4c00h; terminate int 21h;",,,,,,,,,,,"0","158","1966","1982","false","234759799","false","false","false","","7","eltonbowie",,"false","https://pbs.twimg.com/profile_images/3308580153/652820c70d625789b3be8ea09d4ce263_normal.jpeg","","106917","https://twitter.com/eltonbowie","user","https://x.com/eltonbowie","eltonbowie","Top Democrats Request FBI Investigation of Trump Campaign Ties To Russia Over Hacking https://t.co/zeVtXXRFEV","Sat Oct 15 19:34:22 +0000 2016"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/874653402/1731087638","Fri Oct 12 01:08:01 +0000 2012","true colors ALWAYS come out. pay attention",,,,,,,,,,,"0","53957","436","1455","true","874653402","false","false","false","","2930","SuSk",,"false","https://pbs.twimg.com/profile_images/1854940496889610240/2xgnBqkh_normal.jpg","","77692","https://twitter.com/xluluo","user","https://x.com/xluluo","xluluo","@yrnf this week the fbi and national security offices call for an investigation of trump's ties to russia and putin","Sat Oct 15 18:06:18 +0000 2016"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/237572596/1622425167","Thu Jan 13 03:59:08 +0000 2011","● Planes ● Trains ● Automobiles",,,,,,,,,,,"0","331424","5249","2312","true","237572596","true","false","false","Denver, CO","74992","Gus","1757165136526098652","false","https://pbs.twimg.com/profile_images/1550279125394505728/BS6shKKs_normal.jpg","","1019440","https://twitter.com/Gus_802","user","https://x.com/Gus_802","Gus_802","Keep in mind that GOP congress blocked a Russia-Trump investigation. https://t.co/xidxdw3sS7","Sat Oct 15 16:53:27 +0000 2016"
,,,,,,,,,,,"false","true",,"Sat Mar 27 23:38:02 +0000 2010","",,,,,,,,,,,"0","0","199","19","false","127070827","false","false","false","","1","New Right",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","65718","https://twitter.com/new_right","user","https://x.com/new_right","new_right","Top Democrats Request FBI Investigation of Trump Campaign Ties To Russia Over Hacking https://t.co/On0DNpANq2 #RxD #tcot","Sat Oct 15 11:53:25 +0000 2016"
,,,,,,,,,,,"false","true",,"Sat Mar 01 14:38:40 +0000 2014","New Right News for traditionalist, paleoconservative, deep ecology, third way and anarcho-capitalist news.",,,,,,,,,,,"0","0","152","56","false","2367159096","false","false","false","","59","New Right",,"false","https://pbs.twimg.com/profile_images/439784863722262529/NswoRGDC_normal.jpeg","","48446","https://twitter.com/new_right_news","user","https://x.com/new_right_news","new_right_news","Top Democrats Request FBI Investigation of Trump Campaign Ties To Russia Over Hacking https://t.co/H8mCiXYX56","Sat Oct 15 10:51:06 +0000 2016"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/9322332/1542250033","Tue Oct 09 04:35:49 +0000 2007","#RESISTANCE #WIresist #UniteBlue #LGBTQIAlly #BlocksBerners #disABLEd #ChronicPain #Arthritis #EndGunViolence #CatsResist #MeToo #FBR",,,,,,,,,,,"0","44687","6926","6244","true","9322332","false","false","false","Green Bay, WI","1529","LynxReSiStS","958232072908308480","false","https://pbs.twimg.com/profile_images/1062899792538464262/u5V_tgVb_normal.jpg","","132396","https://twitter.com/lynx55","user","https://x.com/lynx55","lynx55","Top Democrats Request FBI Investigation of Trump Campaign Ties To Russia Over Hacking https://t.co/aP6dZyuHaj","Sat Oct 15 09:31:21 +0000 2016"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/332340579/1446464025","Sat Jul 09 16:42:26 +0000 2011","#VulnerableVoiceless #DismantleDairy #CancelAnimalAg #BanDCMT #FTND #OpBeast #OpChildSafety #BanAllHunting #UntilAllCagesAreEmpty #IDWP @T1TaN1uM4_22",,,,,,,,,,,"0","80440","3296","4613","true","332340579","false","false","false","-32.005964, 146.150231","5791","TiTaNiUm4-22Ⓥ™","1187694996637405185","false","https://pbs.twimg.com/profile_images/1434118091/imagesCA78IV14_normal.jpg","","184436","https://twitter.com/PrimalAwakening","user","https://x.com/PrimalAwakening","PrimalAwakening","Top Democrats Request FBI Investigation of Trump Campaign Ties To Russia Over Hacking https://t.co/6jhh0g5PcD","Sat Oct 15 09:19:17 +0000 2016"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1179710990/1690587258","Thu Feb 14 16:39:18 +0000 2013","you know why.

@OccuWorld@syzito.xyz",,,,,,"syzito.xyz/@OccuWorld","https://syzito.xyz/@OccuWorld","0","23","https://t.co/DkBEVA1wmy","0","39796","8991","1916","true","1179710990","false","false","false","Earth","387320","OccuWorld 🏴","1675448591152734210","false","https://pbs.twimg.com/profile_images/1684571679467651073/JTQjBuTA_normal.jpg","","3675124","https://twitter.com/OccuWorld","user","https://x.com/OccuWorld","OccuWorld","Top Democrats Request FBI Investigation of Trump Campaign Ties To Russia Over Hacking https://t.co/UpW9wIEaqB","Sat Oct 15 09:05:29 +0000 2016"
