"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","false","https://pbs.twimg.com/profile_banners/106981732/1446607736","Thu Jan 21 07:28:33 +0000 2010","Elon Musk is a dork.",,,,,,,,,,,,,,,,,,,,,"0","4459","266","169","false","106981732","false","false","false","","2953","Anders Russell","1126371286421164033","false","https://pbs.twimg.com/profile_images/689703857094438912/JRUfqr6Y_normal.jpg","","46518","https://twitter.com/weemadando","user","https://x.com/weemadando","weemadando","@ElPrezAU @ehronlime The amount of times I try to explain to people that ""meddling in the US election is only fair because of 1945 onwards.""","Sun Oct 16 23:35:45 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/225977098/1716338060","Mon Dec 13 00:16:15 +0000 2010","President/CEO @PacificForum. PhD International Relations. Strategy, nukes, big history, the future. Multidisciplinary. Runner. Dual 🇺🇸🇫🇷 citizen. Own views.",,,,,,,,,,,,,,,,"pacforum.org/contributor/da…","https://pacforum.org/contributor/david-santoro","0","23","https://t.co/mhyamt5MUD","0","17720","8736","992","true","225977098","false","false","false","Honolulu or ✈️","2118","David Santoro","1833229063521243295","false","https://pbs.twimg.com/profile_images/1635389391760916481/yhjKLOMg_normal.jpg","","58204","https://twitter.com/DavidSantoro1","user","https://x.com/DavidSantoro1","DavidSantoro1","#Pence cannot have it both ways: he can't complain #Russia's meddling in the US election and blast #Clinton on the @wikileaks email releases","Sun Oct 16 22:40:29 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/1558604186/1394047720","Sun Jun 30 18:05:25 +0000 2013","Si me sigues en twitter ya agregame en  Facebook anderson rene De castro",,,,,,,,,,,,,,,,,,,,,"0","9","96","23","false","1558604186","false","false","false","En la kuka de mi novia","4","☂ DJ MAKEY  ☂",,"false","https://pbs.twimg.com/profile_images/378800000748887653/0451ce6077c0c754d9937a159b2ed73b_normal.jpeg","","252261","https://twitter.com/The_makey04","user","https://x.com/The_makey04","The_makey04","Biden hints at US cyber revenge on Russia: Obama deputy signals retaliation over perceived election meddling","Sun Oct 16 22:27:16 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/2172571639/1384569242","Sun Nov 03 18:09:29 +0000 2013","§ø¥ tü ηëg®ø çhøçølåtë Þø® tî mî çø®åzøη låtë ησsє ¢υαl ƒυє єl тяυ¢σ qυє мє ιsιsтє ρєяσ мє ιηησтιsαsтє ρι∂є тυ вα¢к. Dιισs αηтє тσ∂ø Tirame Por Dm. 凸(^_^)凸",,,,,,,,,,,,,,,,"facebook.com/rainiel.rosape…","https://www.facebook.com/rainiel.rosaperez?fref=ts","0","23","https://t.co/aCi5UTags5","0","0","61","13","false","2172571639","false","false","false","","0","ƒเgยภa Pภ๏pเค™",,"false","https://pbs.twimg.com/profile_images/378800000689623755/5a636042a61a3fbcfed362d1a3fdf253_normal.jpeg","","251802","https://twitter.com/Figura_Propia","user","https://x.com/Figura_Propia","Figura_Propia","Biden hints at US cyber revenge on Russia: Obama deputy signals retaliation over perceived election meddling","Sun Oct 16 22:27:16 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/724570608/1416831953","Sun Jul 29 20:16:00 +0000 2012","Pequeñas Palabras Pueden Acabar cOn Grandes Sentimientos. :D
         Sigueme Y tE Sigo0o....",,,,,,,,,,,,,,,,"facebook.com/esthefany.tave…","https://www.facebook.com/esthefany.taveras.946","0","23","https://t.co/XCKQSfuckZ","0","37","344","224","false","724570608","false","false","false","sto dgo rep dom","23","►Esthefany◄",,"false","https://pbs.twimg.com/profile_images/536853233453383680/5nu_8nCv_normal.jpeg","","257164","https://twitter.com/Esthe_Ross","user","https://x.com/Esthe_Ross","Esthe_Ross","Biden hints at US cyber revenge on Russia: Obama deputy signals retaliation over perceived election meddling","Sun Oct 16 22:27:16 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/443345247/1716314120","Thu Dec 22 02:52:58 +0000 2011","🇺🇸 NY Jets Fan in NE Patriot Country #Indycar #TK",,,,,,,,,,,,,,,,,,,,,"0","37687","338","585","true","443345247","false","false","false","","395","Kitty Collector","966700098557267969","false","https://pbs.twimg.com/profile_images/1265772269399408642/vu3ju73G_normal.jpg","","9274","https://twitter.com/kittywhiskis","user","https://x.com/kittywhiskis","kittywhiskis","@MissLizzyNJ even if it was Russia. Whats the difference between Russia, CNN or NY Times-spreading false stories meddling in an election","Sun Oct 16 22:18:20 +0000 2016"
"false","true",,"Sat Nov 15 15:30:52 +0000 2014","Find your latest World News news with just one click. Don't miss out on anything happening!",,,,,,,,,,,,,,,,"newslocker.com/en-au/news/wor…","http://www.newslocker.com/en-au/news/world-news/","0","22","http://t.co/8O9cRKay21","0","0","207","270","false","2878116603","false","false","false","","26175","World News",,"false","https://pbs.twimg.com/profile_images/533643435845365760/QM0WKu0q_normal.png","","77078","https://twitter.com/WorldNews_AU","user","https://x.com/WorldNews_AU","WorldNews_AU","Pence: Russia is meddling in US election #WorldNews https://t.co/d8CalNnx7J","Sun Oct 16 20:40:02 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/754594441202167808/1468857586","Sun Jul 17 08:31:49 +0000 2016","Australia news today, latest headlines, news events, breaking news stories, and all that is trending in Australian news today.",,,,,,,,,,,,,,,,"australianewstoday.com","https://australianewstoday.com/","0","23","https://t.co/bGbdeHn9Ua","0","1","104","4","false","754594441202167808","false","false","false","Australia","3676","Australia News Today",,"false","https://pbs.twimg.com/profile_images/1172312812003086338/s85x8vio_normal.jpg","","187878","https://twitter.com/AUNewsToday","user","https://x.com/AUNewsToday","AUNewsToday","Pence: Russia is meddling in US election - https://t.co/CWuTyxpcZ4 via @AUNewsToday","Sun Oct 16 19:01:37 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/2436976608/1407619361","Thu Apr 10 12:53:30 +0000 2014","The #news minute by minute, from major newspapers: #nation, #politics, #sports, #business, #showbiz, #tech, #magazine and more.",,,,,,,,,,,,,,,,,,,,,"0","10","1490","1396","false","2436976608","false","false","false","Australia","0","Australia News","514084976544186368","false","https://pbs.twimg.com/profile_images/497129614909526017/SNlkVZY1_normal.jpeg","","438546","https://twitter.com/tuitAustralia","user","https://x.com/tuitAustralia","tuitAustralia","Pence: Russia is meddling in US election https://t.co/n7xeSO9WXo #news #world","Sun Oct 16 18:48:31 +0000 2016"
"true","true","https://pbs.twimg.com/profile_banners/1229641040/1725007628","Fri Mar 01 11:48:41 +0000 2013","THE TRUTH 💯",,,,,,,,,,,,,,,,,,,,,"0","64","611","35","false","1229641040","false","false","false","NIGERIA","1434","marvelous",,"false","https://pbs.twimg.com/profile_images/1833865330604511232/UuUxliAX_normal.jpg","","1651990","https://twitter.com/marvellous997","user","https://x.com/marvellous997","marvellous997","Pence: Russia is meddling in US election: US REPUBLICAN vice presidential candidate Mike… https://t.co/LtRuZIHBCp","Sun Oct 16 18:35:32 +0000 2016"
