"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1810341133911994368/1720454903","Mon Jul 08 15:52:31 +0000 2024","🚨Breaking News Daily! No Affiliations with @realdonaldtrump. Turn on 🔔 Notification to be the first to get Breaking News. Vote 🗳 for Donald J. Trump 🔴.",,,,,,,,,,,,,,,,,,,,,"0","109","848380","5177","false","1810341133911994368","true","false","false","USA","3901","Donald J. Trump News","1863538654171263089","false","https://pbs.twimg.com/profile_images/1810343386601205760/_kHeUY8d_normal.jpg","","4973","https://twitter.com/realTrumpNewsX","user","https://x.com/realTrumpNewsX","realTrumpNewsX",,"🚨Breaking News: Mötley Crüe Drummer Tommy Lee Threatens: ‘I Sw*ar to God if Trump Wins Re-Election I Will Leave the United States’ 

What’s your response? https://t.co/j6jLRAP55E","Sun Oct 27 22:31:53 +0000 2024"
"https://pbs.twimg.com/profile_images/1683899100922511378/5lY42eHs_bigger.jpg","X","https://twitter.com/X","DeepLink","Badge","BusinessLabel","false","false","https://pbs.twimg.com/profile_banners/372575989/1690214380","Tue Sep 13 01:06:02 +0000 2011","News @X",,,,,,,,,,,,,,,,,,,,,"0","945","2805922","92","true","372575989","true","false","false","","385","News",,"false","https://pbs.twimg.com/profile_images/1683507244741083137/tcy3kQbC_normal.jpg","","10911","https://twitter.com/XNews","user","https://x.com/XNews","XNews","Business","Get an inside look at Donald Trump’s 2024 re-election campaign, including his August 2024 conversation with Elon Musk. Watch @ArtoftheSurge episode 3 now on X 👇
https://t.co/3MhsgoylR8","Sun Oct 27 15:31:16 +0000 2024"
"https://pbs.twimg.com/profile_images/745768799849308160/KrZhjkpH_bigger.jpg","Team Trump (Text TRUMP to 88022)","https://twitter.com/TeamTrump","DeepLink","Badge","BusinessLabel","false","false","https://pbs.twimg.com/profile_banners/1108472017144201216/1721750377","Wed Mar 20 20:54:58 +0000 2019","The official War Room account of the 2024 Trump campaign. This account punches back 47x harder.",,,,,,,,,,,,,,,,"donaldjtrump.com","https://www.donaldjtrump.com/","0","23","https://t.co/kXQzdp6CIx","0","2784","2355517","251","true","1108472017144201216","true","false","false","MAGA Country","18203","Trump War Room","1860759545380839653","false","https://pbs.twimg.com/profile_images/1608955832288288768/zZ-B_TjY_normal.jpg","","52553","https://twitter.com/TrumpWarRoom","user","https://x.com/TrumpWarRoom","TrumpWarRoom","Business",".@JDVance DEMOLISHES the Fake News from disgruntled, fired former employees who will say anything to stop President Trump from re-election.

""You know one reason why Kamala Harris doesn't have as many people criticizing her? Because she doesn't fire people who fail."" https://t.co/s0ZIufL5lP","Sun Oct 27 13:37:09 +0000 2024"
"https://pbs.twimg.com/profile_images/1696524738288615424/IveIyink_bigger.jpg","The Benny Show","https://twitter.com/TheBennyShowPod","DeepLink","Badge","BusinessLabel","true","true","https://pbs.twimg.com/profile_banners/15212187/1727468653","Mon Jun 23 21:33:20 +0000 2008","i make internet",,,,,,,,,,,,,,,,"shop.bennyjohnson.com","https://shop.bennyjohnson.com","0","23","https://t.co/rtGD9ORLiB","0","23565","3192528","3519","true","15212187","true","false","false","Tampa Florida ","35618","Benny Johnson","1863391649864319327","false","https://pbs.twimg.com/profile_images/1628474658583457793/KRPfh8Zb_normal.jpg","","101951","https://twitter.com/bennyjohnson","user","https://x.com/bennyjohnson","bennyjohnson",,"TRUMP: ""I am announcing a new policy today that I will support a tax credit for family caregivers who take care of a parent or a loved one. It's about time that they were recognized.""

 https://t.co/PcyixG3zSk","Sun Oct 27 23:54:05 +0000 2024"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1634986333721559041/1692932403","Sun Mar 12 18:35:07 +0000 2023","Watchdog, Researcher, Humor Specialist Unshakable Faith! Base of Operations https://t.co/8OEvgtLcDg","t.me/CandlesInTheNi…","http://t.me/CandlesInTheNight","76","99","https://t.co/8OEvgtLcDg",,,,,,,,,,,"rumble.com/c/MJTruthTalk","https://rumble.com/c/MJTruthTalk","0","23","https://t.co/pXttnKTcCZ","0","25426","443574","1189","true","1634986333721559041","true","false","false","Earth","14801","MJTruthUltra","1863019447306608692","false","https://pbs.twimg.com/profile_images/1634986677172068355/ZDPWDfHU_normal.jpg","","28203","https://twitter.com/MJTruthUltra","user","https://x.com/MJTruthUltra","MJTruthUltra",,"New Policy Alert‼️ 

Trump Announces that he will Support a Tax Credit for Family Caregivers who take care of a Parent or a Loved One 

More money in the pockets of Americans! 🙌🙌

https://t.co/8OtvhqaSR4 https://t.co/3RULxGEeMp","Sun Oct 27 23:47:24 +0000 2024"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/18080620/1670947551","Fri Dec 12 17:22:36 +0000 2008","CatholicVote is a community of patriotic Americans who believe our nation’s founding principles are good and true, and worth fighting for.",,,,,,,,,,,,,,,,"catholicvote.org","http://www.catholicvote.org","0","23","https://t.co/20cfb7pywO","0","5140","79712","2347","true","18080620","false","false","false","","4064","CatholicVote","1862331376227270834","false","https://pbs.twimg.com/profile_images/796404920392028160/T7ohIMTJ_normal.jpg","","24775","https://twitter.com/CatholicVote","user","https://x.com/CatholicVote","CatholicVote","Business","TRUMP: ""I am announcing a new policy today that I will support a tax credit for family caregivers who take care of a parent or a loved one. It's about time that they were recognized.""
 https://t.co/Fv7nfHGSNz","Sun Oct 27 23:43:26 +0000 2024"
"https://pbs.twimg.com/profile_images/1726722240748662784/2BjaL8mX_bigger.jpg","Conservative 🇺🇸","https://twitter.com/ConservativeOG","DeepLink","Badge","BusinessLabel","true","true","https://pbs.twimg.com/profile_banners/1731773353915039744/1732119570","Mon Dec 04 20:32:04 +0000 2023","American 🇺🇸 | News | Christian | MAGA MAHA",,,,,,,,,,,,,,,,"beacons.ai/jackunheard","https://beacons.ai/jackunheard","0","23","https://t.co/IXJHhadWmC","0","46814","84382","13908","false","1731773353915039744","true","false","false","Michigan, USA","4432","Jack","1863394258230636833","false","https://pbs.twimg.com/profile_images/1829659741016014849/RSVUsmKh_normal.jpg","","33653","https://twitter.com/jackunheard","user","https://x.com/jackunheard","jackunheard",,"🚨BREAKING: New Trump policy!

""I am announcing a new policy today that I will support a tax credit for family caregivers who take care of a parent or a loved one.” 

“It's about time that they were recognized.""
 https://t.co/OC1w6D7ziy","Sun Oct 27 23:39:11 +0000 2024"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/20776147/1683807835","Fri Feb 13 15:06:14 +0000 2009","Host, @SeanSpicerShow | Founder RigWil | Partner @point1gop | Horrable speller | Exec Producer https://t.co/PUFzxPuxLY | Subscribe at  https://t.co/sXOb5haIfJ","FrontRowJoes.movie","http://FrontRowJoes.movie","95","118","https://t.co/PUFzxPuxLY","seanspicer.com","http://seanspicer.com","135","158","https://t.co/sXOb5haIfJ",,,,,,"youtube.com/seanmspicer","http://www.youtube.com/seanmspicer","0","23","https://t.co/u5V33OCwb2","0","8909","493643","1247","true","20776147","true","false","false","","3247","Sean Spicer","1804231236853838334","false","https://pbs.twimg.com/profile_images/1656636202563301378/GuzrFJ6w_normal.jpg","","38546","https://twitter.com/seanspicer","user","https://x.com/seanspicer","seanspicer",,"Trump announces new policy of deducting family care costs","Sun Oct 27 23:33:29 +0000 2024"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1663701168839872512/1685493804","Wed May 31 00:17:33 +0000 2023","Want to take back OUR country? JOIN ME 🇺🇸 Donald Trump won🥇Proud Patriot. Pro Elon Musk (parody)",,,,,,,,,,,,,,,,,,,,,"0","199730","797878","431","false","1663701168839872512","true","false","false","TURN ON NOTIFICATIONS 🔔","6972","Marjorie Taylor Greene Press Release (Parody)","1827132389187039676","false","https://pbs.twimg.com/profile_images/1663703753785229313/k146s5eP_normal.jpg","","88294","https://twitter.com/MTGrepp","user","https://x.com/MTGrepp","MTGrepp",,"BREAKING NOW 🚨 Donald Trump just WON the Election 🇺🇸 by announcing his new TAX Policy:

A TAX Credit for Family Caregivers who take care of a Parent or a Loved One

THIS IS MASSIVE 🔥 https://t.co/xtUF2MqJlI","Sun Oct 27 23:32:46 +0000 2024"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/187271788/1731819364","Sun Sep 05 19:22:35 +0000 2010","Made you look. America 🇺🇸 First. Pro 🔫. No Quarter.",,,,,,,,,,,,,,,,,,,,,"0","423065","315485","3957","true","187271788","true","false","false","Your head ","5378","Sara Rose 🇺🇸🌹","1722660430504493088","false","https://pbs.twimg.com/profile_images/1854952779850149888/yogjK82Z_normal.jpg","","24847","https://twitter.com/saras76","user","https://x.com/saras76","saras76",,"This is huge. 

Trump : ""I am announcing a new policy today that I will support a tax credit for family caregivers who take care of a parent or a loved one. It's about time that they were recognized.""https://t.co/LJbR8EYEkh","Sun Oct 27 23:32:42 +0000 2024"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/375721095/1496844300","Sun Sep 18 16:36:06 +0000 2011","America’s #1 Alternative News Source | Founded September 2011",,,,,,,,,,,,,,,,"Breaking911.com","http://Breaking911.com","0","23","https://t.co/zc1T2cj3l9","0","51","1089354","112","true","375721095","true","false","false","Nashville","6667","Breaking911",,"false","https://pbs.twimg.com/profile_images/619546088995979264/KuG27bBK_normal.jpg","","12042","https://twitter.com/Breaking911","user","https://x.com/Breaking911","Breaking911",,"TRUMP: ""I am announcing a new policy today that I will support a tax credit for family caregivers who take care of a parent or a loved one. It's about time that they were recognized."" https://t.co/NCaN1aYDD7","Sun Oct 27 23:32:04 +0000 2024"
