author/affiliatesHighlightedLabel/label/badge/url,author/affiliatesHighlightedLabel/label/description,author/affiliatesHighlightedLabel/label/url/url,author/affiliatesHighlightedLabel/label/url/urlType,author/affiliatesHighlightedLabel/label/userLabelDisplayType,author/affiliatesHighlightedLabel/label/userLabelType,author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/description/urls/0/display_url,author/entities/description/urls/0/expanded_url,author/entities/description/urls/0/indices/0,author/entities/description/urls/0/indices/1,author/entities/description/urls/0/url,author/entities/description/urls/1/display_url,author/entities/description/urls/1/expanded_url,author/entities/description/urls/1/indices/0,author/entities/description/urls/1/indices/1,author/entities/description/urls/1/url,author/entities/description/urls/2/display_url,author/entities/description/urls/2/expanded_url,author/entities/description/urls/2/indices/0,author/entities/description/urls/2/indices/1,author/entities/description/urls/2/url,author/entities/url/urls/0/display_url,author/entities/url/urls/0/expanded_url,author/entities/url/urls/0/indices/0,author/entities/url/urls/0/indices/1,author/entities/url/urls/0/url,author/fastFollowersCount,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/id,author/isBlueVerified,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/possiblySensitive,author/profilePicture,author/status,author/statusesCount,author/twitterUrl,author/type,author/url,author/userName,author/verifiedType,text,createdAt,att,stance
,,,,,,False,True,,Thu Aug 28 21:16:38 +0000 2008,Follow us for the latest political news and updates!,,,,,,,,,,,,,,,,foxnews.com/politics,http://www.foxnews.com/politics,0.0,22.0,http://t.co/hp4EoFaNoR,0,7,1863058,250,True,16032925,True,False,False,"Washington, D.C.",3197,Fox News Politics,,False,https://pbs.twimg.com/profile_images/1028984467447341059/yha4NYkt_normal.jpg,,75954,https://twitter.com/foxnewspolitics,user,https://x.com/foxnewspolitics,foxnewspolitics,,Majority of veterans polled support re-election of Donald Trump: 'We want Trump back' https://t.co/4GfxtvoDBQ,Wed Oct 30 21:59:33 +0000 2024,0.0,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/407013776/1657550005,Mon Nov 07 14:22:19 +0000 2011,"Semafor congressional bureau chief, former Politico. Photo by @frankthorp",,,,,,,,,,,,,,,,semafor.com/newsletters/pr…,https://www.semafor.com/newsletters/principals,0.0,23.0,https://t.co/GBe2hwelPW,0,8,143254,2500,True,407013776,True,False,False,A hallway in the Capitol.,1727,Burgess Everett,,False,https://pbs.twimg.com/profile_images/1398278190125273097/OK5xEDkL_normal.jpg,,55774,https://twitter.com/burgessev,user,https://x.com/burgessev,burgessev,,"Tester spokesperson on Biden's ""garbage"" comments last night. He's up for re-election in red Montana 

""Jon Tester doesn't agree with those comments and is proud to have the support of Montanans of all political stripes -- including those who are voting for Donald Trump""",Wed Oct 30 20:03:13 +0000 2024,0.2,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/1551029219156705281/1733077835,Sun Jul 24 02:20:16 +0000 2022,Conservative 🇺🇸 #2A Defender 🇺🇸 Saved by Grace ✝️ 🐶 lover #VetsFirst 🇺🇸 🚫Woke Zone 🇺🇸 ⚡️#MAGAFORCE⚡️🐸,,,,,,,,,,,,,,,,,,,,,0,71137,127551,35312,True,1551029219156705281,True,False,False,"Idaho, USA",5178,Farm Girl Carrie 👩‍🌾,1.8587532826485356e+18,False,https://pbs.twimg.com/profile_images/1863289548609925120/5zBJ0401_normal.jpg,,184057,https://twitter.com/FarmGirlCarrie,user,https://x.com/FarmGirlCarrie,FarmGirlCarrie,,"Can Trump repeat history here, friends?
Share your thoughts ⬇️ and repost. 

- In 1984 Reagan won re-election in a landslide victory, carrying 525 electoral votes, 49 states, and 58.8% of the popular vote. 
- Mondale won 13 electoral votes: 10 from his home state of Minnesota, which he won by a narrow margin of 0.18%, and 3 from the District of Columbia, which has always voted overwhelmingly for the Democratic candidate. 
- This was the second-largest share of the electoral college since 1820 (and the largest for a Republican), 
and the most raw electoral votes received by a candidate. 
- This is the last time any candidate won the popular vote by double digits.",Wed Oct 30 04:52:42 +0000 2024,0.22115384615384615,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/1197579807166324736/1599457050,Thu Nov 21 18:17:42 +0000 2019,Election analysis and polling info.,,,,,,,,,,,,,,,,,,,,,0,12221,68937,835,False,1197579807166324736,True,False,False,,162,PollWatch,,False,https://pbs.twimg.com/profile_images/1301973292350275584/kQ2P2SPY_normal.jpg,,13934,https://twitter.com/PollWatch2020,user,https://x.com/PollWatch2020,PollWatch2020,,@Cernovich Trump is positioned to win Pennsylvania by 2-3%.,Wed Oct 30 23:53:41 +0000 2024,0.8,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/148621259/1723914658,Thu May 27 05:00:55 +0000 2010,"State Representative, Minnesota HD30A. VIP contributor to @HotAirBlog. Support: https://t.co/XM1eXDUUJT",rb.gy/ghwh6n,https://rb.gy/ghwh6n,80.0,103.0,https://t.co/XM1eXDUUJT,,,,,,,,,,,secure.winred.com/hudson-for-min…,https://secure.winred.com/hudson-for-minnesota/donate-today,0.0,23.0,https://t.co/bTR1bTWqRh,0,20139,17447,1562,True,148621259,True,False,False,Minnesota,1736,Walter Hudson,1.861574397712073e+18,False,https://pbs.twimg.com/profile_images/1822759019250860032/LnNOFMXR_normal.jpg,,17486,https://twitter.com/WalterHudson,user,https://x.com/WalterHudson,WalterHudson,,"This is brilliant.

Everyone knows Trump has never collected garbage or worked eight hours as a fry cook.

But he is comfortable among work-a-day people in a way Democrats will never be. He's not embarrassed by us, by ""garbage.""

And that's going to win him the election.",Wed Oct 30 23:53:14 +0000 2024,0.7000000000000001,Support
https://pbs.twimg.com/profile_images/1815863571768631297/il9WD27I_bigger.jpg,Road To The Election,https://twitter.com/Road2Election,DeepLink,Badge,BusinessLabel,True,True,https://pbs.twimg.com/profile_banners/818610876206956544/1713195865,Tue Jan 10 00:10:16 +0000 2017,Free Speech Absolutist. Youtube and TikTok really hate me. Check my highlights and find out why. @thestreetpoller @polymarket,,,,,,,,,,,,,,,,,,,,,0,14768,221070,840,False,818610876206956544,True,False,False,"Miami, FL",1443,shaneyyricch,1.863022024026649e+18,False,https://pbs.twimg.com/profile_images/1743074658990080001/Nh2VrJ-G_normal.jpg,,7281,https://twitter.com/shaneyyricch,user,https://x.com/shaneyyricch,shaneyyricch,,"The only way to win this election is to vote.  

I’m Shaneyyricch, a 19 year old conservative Jew who is proudly voting for Donald J. Trump. 

Gen-Z rejects Kamala Harris. 

It’s time to take back what is ours and Make America Great Again. https://t.co/iBv42flktO",Wed Oct 30 23:52:49 +0000 2024,0.4166666666666667,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/1815855916979302400/1728514030,Tue Jul 23 21:06:40 +0000 2024,Your Opinion Matters. Follow us on The Road to the White House: https://t.co/gRK6wtW3uz,survey.roadtotheelection.org,https://survey.roadtotheelection.org/,64.0,87.0,https://t.co/gRK6wtW3uz,,,,,,,,,,,roadtotheelection.org,https://roadtotheelection.org/,0.0,23.0,https://t.co/rk00P7xiCj,0,56,9572,9,False,1815855916979302400,False,False,False,Earth (for now),31,Road To The Election,1.8527005309313887e+18,False,https://pbs.twimg.com/profile_images/1815863571768631297/il9WD27I_normal.jpg,,66,https://twitter.com/Road2Election,user,https://x.com/Road2Election,Road2Election,Business,"BREAKING: Donald Trump is projected to win the state of Wisconsin. 

We’ve surveyed over 3.5 million Americans, and over 220,000 of them are Wisconsin voters. Here’s the results: 

🔴 Donald Trump - 62.8%
🔵 Kamala Harris - 37.2%

We are a first party data company that specializes in opinion surveys gathering the information that matters most to you. We allow any American to fill out our pole and make their voice hurt. If you think the numbers are off and haven’t answered our survey, fill it out today at https://t.co/FtUaRwZmRQ

We are the new media. The days of the legacy media are far behind us. With less than five days left on The Road to The Election, follow us @Road2Election and turn on notifications for breaking election news and updates. 

Again, if you think our polls are wrong, head to https://t.co/FtUaRwZmRQ and make your voice heard.",Wed Oct 30 23:49:32 +0000 2024,0.07196969696969699,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/165252244/1693096946,Sun Jul 11 01:57:23 +0000 2010,Husband. Father. Entrepreneur. Defender of free markets. CEO of @NicholasWealth. PM of $FIAX & $GIAX Talk on tv @foxbusiness. RetireReady @wsbradio / Job 5:9,,,,,,,,,,,,,,,,nicholaswealth.com,https://nicholaswealth.com,0.0,23.0,https://t.co/DLR3oa3VvZ,0,4178,7348,1058,True,165252244,True,False,False,"Atlanta, GA",894,David Nicholas,1.8187168822470003e+18,False,https://pbs.twimg.com/profile_images/1697430981488123904/3ivS5FLw_normal.jpg,,4088,https://twitter.com/DavidANicholas,user,https://x.com/DavidANicholas,DavidANicholas,,"As we are in the final stretch of the presidential campaign, market strategies hinge on the outcome:

A Trump victory could bolster the defense, tech, pharma, and crypto sectors.

A Kamala win may favor renewables, infrastructure, healthcare, and cannabis, but her massive corporate tax hike is bad for the market overall.",Wed Oct 30 23:45:43 +0000 2024,0.0166666666666667,Support
,,,,,,False,True,,Fri Sep 06 02:47:46 +0000 2024,,,,,,,,,,,,,,,,,,,,,,0,21135,693,48,False,1831886839101243392,True,False,False,,418,Terry Lee,,False,https://pbs.twimg.com/profile_images/1831887574421340160/YcFFYyak_normal.jpg,,5583,https://twitter.com/TerryLee276610,user,https://x.com/TerryLee276610,TerryLee276610,,"@TrumpWarRoom When she calls Trump a tyrant, a dictator, and a fascist ... she loses more votes than she thinks she's going to win!",Wed Oct 30 23:42:58 +0000 2024,0.39999999999999997,Support
https://pbs.twimg.com/profile_images/1726722240748662784/2BjaL8mX_bigger.jpg,Conservative 🇺🇸,https://twitter.com/ConservativeOG,DeepLink,Badge,BusinessLabel,True,True,https://pbs.twimg.com/profile_banners/537709549/1696882383,Tue Mar 27 00:53:56 +0000 2012,Investigative Journalist 🇺🇸 Free Spirit🇺🇸Founder of LOOMERED. Host of @LoomerUnleashed Former @Project_Veritas operative. 📸 America First ✡️ Feisty Jewess,,,,,,,,,,,,,,,,loomered.com,http://loomered.com,0.0,23.0,https://t.co/TlkQhmcPoR,0,109081,1390529,6990,True,537709549,True,False,False,Florida ,12702,Laura Loomer,1.8532275760612808e+18,False,https://pbs.twimg.com/profile_images/1751805801520332800/WIWv-QP2_normal.jpg,,78740,https://twitter.com/LauraLoomer,user,https://x.com/LauraLoomer,LauraLoomer,,".@BrettFavre and @realDonaldTrump behind stage at the Trump rally in Wisconsin. 

Donald Trump will win Wisconsin. https://t.co/1m9Fgny0pG",Wed Oct 30 23:40:50 +0000 2024,0.2,Support
