"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"true","true",,"Thu May 01 20:59:10 +0000 2008","Editor-at-Large @ProPublica. Co-founder @DocumentCloud. Editor of Trump, Inc. podcast. (RIP)  Hangs with @sarapekow.",,,,,,,,,,,,,,,,"propublica.org/people/eric-um…","https://www.propublica.org/people/eric-umansky","0","23","https://t.co/8Red4yoYlo","0","6367","42769","1817","true","14619527","false","false","false","NYC","4131","Eric Umansky","797811993088499712","false","https://pbs.twimg.com/profile_images/1394303892041736193/nWHSUc2V_normal.jpg","","31690","https://twitter.com/ericuman","user","https://x.com/ericuman","ericuman",,"Listening to John Brennan
“I warned Russia their meddling would backfire. Americans don’t like election interference. My analysis was wrong”","Wed Oct 18 23:48:56 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/18295206/1398999040","Sun Dec 21 23:20:33 +0000 2008","writer/editor (formerly: vanity fair, buzzfeed, guardian, moscow times, murrow press fellow at cfr)    miriamelder@gmail.com",,,,,,,,,,,,,,,,,,,,,"0","17331","62942","1067","true","18295206","false","false","false","New York","4577","Miriam Elder",,"false","https://pbs.twimg.com/profile_images/1432387670576181253/pE2B12Bo_normal.jpg","","59294","https://twitter.com/MiriamElder","user","https://x.com/MiriamElder","MiriamElder",,"Brennan on Russian meddling during election campaign: ""The intelligence community and previous administration did the best that it could.""","Wed Oct 18 23:43:52 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/839205272119873540/1488973553","Tue Mar 07 20:05:03 +0000 2017","Outer space",,,,,,,,,,,,,,,,,,,,,"0","5227","9692","9748","false","839205272119873540","false","false","false","Attiki, Greece","2","Panos Papadopoulos",,"false","https://pbs.twimg.com/profile_images/839360476681220096/Ts_e9KWe_normal.jpg","","39484","https://twitter.com/panospanw","user","https://x.com/panospanw","panospanw",,"McCain joins Democratic Sens. Warner and Klobuchar on bill spurred by worries about Russian election meddling https://t.co/fVO1KQVu1h","Wed Oct 18 23:37:05 +0000 2017"
"false","true",,"Mon Oct 19 19:08:56 +0000 2009","Partner at Lowenstein Sandler, LLP representing clients in film, music, publishing, theater, visual and performing arts, and new media.",,,,,,,,,,,,,,,,"lowenstein.com/msavare","http://www.lowenstein.com/msavare","0","22","http://t.co/7QWt2paJ0I","0","9","97","6","false","83666577","false","false","false","New York, USA","9","Matt Savare",,"false","https://pbs.twimg.com/profile_images/3050162110/7fc151abcd0f55d4845a6f7c3d7d765b_normal.jpeg","","979","https://twitter.com/msavare","user","https://x.com/msavare","msavare",,"Senators target election meddling with new social media bill https://t.co/irG4OkO6Oq","Wed Oct 18 23:26:51 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/127181267/1452240399","Sun Mar 28 10:02:36 +0000 2010","Founder & Chief: @CanheyInc | Ally @GenieClueless #NFT | #Travel @ByGoneClues| |#BalconyFarmer | #NatureLover| Biker by heart #RidewithAJ",,,,,,,,,,,,,,,,"medium.com/@abyjp","https://medium.com/@abyjp","0","23","https://t.co/C5J4xODBZd","0","13659","9891","10759","false","127181267","true","false","false","Dubai | Cochin | Pune | India","276","Aby JOSEPH (AJ)","1727204749450293383","false","https://pbs.twimg.com/profile_images/484037364210077697/IPIm7XMP_normal.jpeg","","93125","https://twitter.com/abyjp","user","https://x.com/abyjp","abyjp",,"""Senators target election meddling with new social media bill - CNBC"" https://t.co/ymJDpyuJPl #Socialmedia","Wed Oct 18 23:20:16 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/243855266/1732359249","Thu Jan 27 23:37:17 +0000 2011","Online activist since 04, previous Graphics Comm Union. Working 4 poor, enviro, labor, #singlepayer, better #Endometriosis & #CPTSD treatment. #FairnessDoctrine",,,,,,,,,,,,,,,,,,,,,"0","39831","1388","2581","false","243855266","false","false","false","Michigan, USA","357","Nasty ""Martha"" - Pour La Résistance!",,"false","https://pbs.twimg.com/profile_images/1719271364647911424/uxd3u3jf_normal.jpg","","66405","https://twitter.com/eliza_shines","user","https://x.com/eliza_shines","eliza_shines",,"Facebook VP David Marcus on Russia election meddling: 'Sometimes bad things happen' https://t.co/pY1rLwO3AL via @FortuneMagazine","Wed Oct 18 23:19:57 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/816493959371427840/1507516986","Wed Jan 04 03:58:24 +0000 2017","Retired Marine. Worked as a police officer, corrections officer and case manager.",,,,,,,,,,,,,,,,,,,,,"0","66999","681","1080","true","816493959371427840","false","false","false","","14","Brenda Malanga",,"false","https://pbs.twimg.com/profile_images/917218971732054017/qgKPJVYP_normal.jpg","","16282","https://twitter.com/Brendamalanga","user","https://x.com/Brendamalanga","Brendamalanga",,"@WSJ Someone really needs to look at McCain for election meddling. Apparently FBI already had a copy of the Dossier. So what was his real purpose","Wed Oct 18 23:11:09 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/868586097055600640/1500216543","Sat May 27 21:53:57 +0000 2017","Technology News 💯",,,,,,,,,,,,,,,,,,,,,"0","2686","292","537","false","868586097055600640","false","false","false","USA","9739","Bill Foster Schulz",,"false","https://pbs.twimg.com/profile_images/1262733736682160128/8bn4Gsiq_normal.jpg","","23112","https://twitter.com/BillFosterS","user","https://x.com/BillFosterS","BillFosterS",,"McCain joins Democratic Sens. Warner and Klobuchar on bill spurred by worries about Russian election meddling https://t.co/YMbDNxAVTj","Wed Oct 18 23:06:54 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/122154024/1414133573","Thu Mar 11 19:38:11 +0000 2010","Insurance and Risk Management Professional
Views are own",,,,,,,,,,,,,,,,,,,,,"0","135","1820","2735","true","122154024","false","false","false","Mumbai","79070","Naren",,"false","https://pbs.twimg.com/profile_images/923280279812362240/hDLmoPnz_normal.jpg","","598850","https://twitter.com/kotaknaren","user","https://x.com/kotaknaren","kotaknaren",,"McCain joins Democratic Sens. Warner and Klobuchar on bill spurred by worries about Russian election meddling https://t.co/aomuCtTeLC","Wed Oct 18 23:04:10 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/767499419335950336/1523642849","Sun Aug 21 23:11:35 +0000 2016","We are a premium digital marketing agency, quality, innovation, and speed🕐.Website & logo🌎, social media, SEO, and👉 more.👈🏪  📣🔊",,,,,,,,,,,,,,,,"sociallifeinmiami.com","https://www.sociallifeinmiami.com/","0","23","https://t.co/uJtZIZYbZR","0","85","1094","3652","false","767499419335950336","false","false","false","Miami, FL","49032","Social Life In Miami",,"false","https://pbs.twimg.com/profile_images/984855758348193792/EevyL6Qp_normal.jpg","","287588","https://twitter.com/SocialLifeMiami","user","https://x.com/SocialLifeMiami","SocialLifeMiami",,"McCain joins Democratic Sens. Warner and Klobuchar on bill spurred by worries about Russian election meddling https://t.co/ZfxPnN7HSh","Wed Oct 18 23:02:44 +0000 2017"
