"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/466696130/1514657024","Tue Jan 17 17:56:24 +0000 2012","List to port, nautical term = tilts left, like my politics! #NavyVeteran #GetVaccinated #VoteBlue #ExpandTheCourt #ItsTheGunsStupid #FFRF  @ListToPort",,,,,,"ffrf.org","https://ffrf.org","0","23","https://t.co/yOH6P5Cz1U","0","12261","1928","3492","true","466696130","false","false","false","Maine, USA 🦞 🌊🌊🌊🌊🌊","1649","ListToPort 💙💙💙💙 🌊🌊🌊🌊 #IndictTrumpNow",,"false","https://pbs.twimg.com/profile_images/1502039318499667968/AhrnIaOi_normal.png","","20711","https://twitter.com/ListToPort","user","https://x.com/ListToPort","ListToPort",,"@SenatorCollins It's even more imperative that YOU vote against any Supreme Court nominee until the Mueller investigation is complete.","Mon Aug 06 23:57:35 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2614064629/1472748561","Wed Jul 09 18:57:45 +0000 2014","Retired; https://t.co/nxM82oBN33 a buffalo confined to a shrinking range, where water is scare and the grass is shorter. Water Color Copy is a gift from President Carter.","Widowed.Am","http://Widowed.Am","9","32","https://t.co/nxM82oBN33",,,,,,"0","4064","184","77","true","2614064629","false","false","false","Oak Ridge, TN","30","Joe Ben LaGrone",,"false","https://pbs.twimg.com/profile_images/932670326219132929/DRo05vFj_normal.jpg","","18385","https://twitter.com/PoleBranch","user","https://x.com/PoleBranch","PoleBranch",,"@Angie_McD @1952_rfp @MSNBC @SRuhle Trump et al was claiming bias on the part of Democrats. All of the principals in this investigation are Republicans. Re Carter Page, don't know how Mueller will handle him.","Mon Aug 06 23:57:28 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/2992008070/1634719317","Thu Jan 22 13:02:18 +0000 2015","Kamala Democrat, carnivore, NYer, married, 68yo. Probably the only Dem carnivore here on “X”.",,,,,,,,,,,"0","1017877","2831","2096","true","2992008070","false","false","false","Rockland County, New York","483","Melissa - eat meat, drink water 🇺🇸🇨🇦",,"false","https://pbs.twimg.com/profile_images/1247160257928978432/3tX8RMt1_normal.jpg","","38156","https://twitter.com/mwjeepster1","user","https://x.com/mwjeepster1","mwjeepster1",,"@Stonekettle I know I'm being over simplistic, but the more Trump gets backed into a corner, the more he'll have mustache threaten war - until NK decides to strike first - and then 'what Mueller investigation?' among other insanity.","Mon Aug 06 23:57:26 +0000 2018"
,,,,,,"false","true",,"Mon Jun 04 02:35:48 +0000 2012","World traveler, Scuba/Sky diving, Horse/motorcycle riding, Really good food and hotels. International man of mystery, no one knows what I do, especially me!",,,,,,,,,,,"0","12312","425","548","true","598943898","false","false","false","Somewhere in the world.","323","Dan",,"false","https://pbs.twimg.com/profile_images/760265035293691904/2V8iGzTE_normal.jpg","","19921","https://twitter.com/Mr_Dan_L","user","https://x.com/Mr_Dan_L","Mr_Dan_L",,"@mjgarcia00 @realDonaldTrump Would love if the scope of Mueller’s investigation included Democrats.  It would add credibility to a very sad witch hunt.","Mon Aug 06 23:54:26 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/822865998856548352/1577817201","Sat Jan 21 17:58:37 +0000 2017","#Resistance 35 years in spec. ed.; retired f/ US Dept of Ed; ❤️ hubby, kids, wee bird, full time RVing, Huskers & Lacrosse NO DMs",,,,,,"debmorrow51.com","http://www.debmorrow51.com","0","23","https://t.co/ZBEllyfHPj","0","8708","1985","2644","true","822865998856548352","false","false","false","","150","Deborah Morrow","1329500152122511368","false","https://pbs.twimg.com/profile_images/1212079304936435712/aAq6tXR__normal.jpg","","18018","https://twitter.com/debmorrow51","user","https://x.com/debmorrow51","debmorrow51",,"trump says Mueller’s investigation overshadows his presidency. The only reason is bec ttump won’t shut up about it. Not a word comes out f/ Mueller. We know nothing except f/ trump &amp; his minions. Clinton kept it separate &amp; was a very effective president. trump should learn. Hah!","Mon Aug 06 23:52:34 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/16329185/1671731048","Wed Sep 17 14:29:26 +0000 2008","USAF Vet",,,,,,"lendingcapital.net","http://lendingcapital.net","0","23","https://t.co/961pJ92O2W","0","22668","1526","2697","false","16329185","false","false","false","NJ","57","mmjmd.net",,"false","https://pbs.twimg.com/profile_images/1605982530628370449/5SGaw2zO_normal.jpg","","44131","https://twitter.com/frankjames","user","https://x.com/frankjames","frankjames",,"@SarahPalinUSA That was against Loretta Lynch correct?
Why isn't Mueller asking her about making it a ""matter"" vs an investigation... that's real election interference...","Mon Aug 06 23:47:05 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/994678105649369088/1536089308","Thu May 10 20:38:35 +0000 2018","🔥🔥America First🔥🔥",,,,,,,,,,,"0","391","32","110","false","994678105649369088","false","false","false","U S A","13","wulfe 🇺🇸",,"false","https://pbs.twimg.com/profile_images/1030542346360954881/CHLbe3nX_normal.jpg","","203","https://twitter.com/realwulfe","user","https://x.com/realwulfe","realwulfe",,"@JackPosobiec @1776Stonewall Yet the #FakeNewsMedia is only interested in the nothingburger Mueller investigation 🤔🤔","Mon Aug 06 23:45:59 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/349962697/1498004901","Sun Aug 07 00:23:22 +0000 2011","Former PoliSci student at the Juniata College, Philly fan. Reformed Republican, proud Democrat. A Friend of Bill. We do recover.",,,,,,,,,,,"0","9815","174","862","false","349962697","false","false","false","Pennsylvania, USA","603","H.R. Haldeman",,"false","https://pbs.twimg.com/profile_images/1027734307727724544/ZmAvTYaP_normal.jpg","","7177","https://twitter.com/DrewMcC50","user","https://x.com/DrewMcC50","DrewMcC50",,"@JawnWooders @LutherVanDamme1 @TheMightyEROCK A bubble gum meme listing the facts of the current indictments and guilty pleas from the Mueller investigation? Sorry facts offend you,  racist clown","Mon Aug 06 23:45:46 +0000 2018"
"https://pbs.twimg.com/profile_images/1731336840383184896/XMhEBdPu_bigger.jpg","MSNBC","https://twitter.com/MSNBC","DeepLink","Badge","BusinessLabel","false","true","https://pbs.twimg.com/profile_banners/205864193/1690317723","Thu Oct 21 19:32:51 +0000 2010","#TheReidOut with @JoyAnnReid airs weeknights at 7 pm ET on @MSNBC. Read our #ReidOutBlog daily: https://t.co/sHiNubY7Bi. #reiders","MSNBC.com/reidoutblog","http://MSNBC.com/reidoutblog","96","119","https://t.co/sHiNubY7Bi","MSNBC.com/Joy","http://MSNBC.com/Joy","0","23","https://t.co/l3ThYBBl6p","0","1131","562076","2615","true","205864193","true","false","false","Washington, D.C.","17017","The ReidOut","1857206544376439205","false","https://pbs.twimg.com/profile_images/1285652031118737410/BFlWVIYG_normal.jpg","","105187","https://twitter.com/thereidout","user","https://x.com/thereidout","thereidout","Business","""He feels like this investigation is overshadowing his entire presidency."" @CHueyBurns on Trump going after the Mueller probe. #Hardball","Mon Aug 06 23:45:13 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1010904365002092549/1529855203","Sun Jun 24 15:15:57 +0000 2018","pictures go to all the democrats",,,,,,,,,,,"0","219","7","21","false","1010904365002092549","false","false","false","United States","19","glenn bell",,"false","https://pbs.twimg.com/profile_images/1013384288019058688/9Q1qe5dm_normal.jpg","","358","https://twitter.com/glennbe95583981","user","https://x.com/glennbe95583981","glennbe95583981",,"@FoxNews @Judgenap Well bob mueller needs to get it done !! All he’s doing is wasting our tax money!!! Cause he can’t find anything that will stick!!! Hillary’s investigation didn’t go this long","Mon Aug 06 23:44:28 +0000 2018"
