"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true",,"Fri Feb 06 21:54:29 +0000 2009","Lover of politics & public policy, psychology, technology, learning, humanity, travel & good food! Work & educ in math & stat research.",,,,,,,,,,,,,,,,"0","484","102","190","false","20275861","false","false","false","Raleigh, NC","10","Chantal C",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","45810","https://twitter.com/Chantal2c","user","https://x.com/Chantal2c","Chantal2c",,"The number of Republican voters who view Robert Mueller unfavorably has skyrocketed by 26 percent since President Trump began a sustained effort to label the Republican special counsel as a Democrat and his investigation as a “witch hunt” and a “hoax.” https://t.co/bx2YEtVrAo","Wed Jun 13 23:49:36 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/790019230389248000/1625981794","Sun Oct 23 02:37:17 +0000 2016","ELON IS MY NEW BOSS

Sharing Hot Takes on: Business + Political News.",,,,,,,,,,,,,,,,"0","41686","71306","60033","false","790019230389248000","true","false","false","Everywhere","37968","POLITICAL HEDGE",,"false","https://pbs.twimg.com/profile_images/1629205355493220354/hasc4yA-_normal.png","","1221016","https://twitter.com/politicalHEDGE","user","https://x.com/politicalHEDGE","politicalHEDGE",,"🗞️ #ZeroHedge Article First Published on May 6, 2018@9:40pm  

Mueller Investigation In Jeopardy As ""Witch Hunt"" Accusations Play Out In Court

https://t.co/pdsXb51GvV","Wed Jun 13 23:49:19 +0000 2018"
"false","true",,"Sun Aug 03 11:17:03 +0000 2008","Create your own podcast of found sounds.",,,,,,,,,,,"huffduffer.com","http://huffduffer.com/","0","22","http://t.co/hjtQvw7ghj","0","1","719","4","false","15709661","false","false","false","The Internet","11","huffduffer",,"false","https://pbs.twimg.com/profile_images/891656728131096577/qok-vj-p_normal.jpg","","341517","https://twitter.com/huffduffer","user","https://x.com/huffduffer","huffduffer",,"BREAKING NEWS TRUMP 6/13/18 KELLYANNE CONWAY’S HUSBAND DEFENDS MUELLER INVESTIGATION https://t.co/n4vBubk0jX","Wed Jun 13 23:49:10 +0000 2018"
"true","true",,"Sat Apr 18 17:16:42 +0000 2015","",,,,,,,,,,,,,,,,"0","60","330","8","false","3162873211","false","false","false","Houston, TX","6","conservative_immigrant",,"false","https://pbs.twimg.com/profile_images/938524903086739462/k8cYftaL_normal.jpg","","959","https://twitter.com/pks2553","user","https://x.com/pks2553","pks2553",,"@FoxNews @RepSwalwell @DevinNunes Rosenstein is everywhere - signed FISA, asked Trump to fire Comey, then started Mueller investigation, blackdated scope,  blocking papers, threatening Congressman....and nothing happening to him.@POTUS must order him to release papers, or fire him. @seanhannity must take a note.","Wed Jun 13 23:47:33 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/7060312/1398430365","Mon Jun 25 02:22:57 +0000 2007","Mastodon: djpappas@infosec.exchange",,,,,,,,,,,,,,,,"0","1632","688","1728","true","7060312","false","false","false","Dayton, Ohio","211","djpappas@infosec.exchange","1589246083288694784","false","https://pbs.twimg.com/profile_images/1632198188483354624/rsPJBRWq_normal.jpg","","8717","https://twitter.com/djpappas","user","https://x.com/djpappas","djpappas",,"Mueller’s investigation crosses the legal line, writes Steven G. Calabresi https://t.co/jCOmlOF7aK via @WSJOpinion","Wed Jun 13 23:44:28 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/785867439275905025/1610244146","Tue Oct 11 15:39:33 +0000 2016","TRUMP 2024; MAGA; AMERICA FIRST; ROLL TIDE; Lacey's BFF. Love God, family & country! Widow of Vietnam Veteran RIP",,,,,,,,,,,,,,,,"0","18684","36548","39718","true","785867439275905025","true","false","false","Alabama, USA","321","Deenie",,"false","https://pbs.twimg.com/profile_images/1059836569161412608/tF1YRPaS_normal.jpg","","648040","https://twitter.com/deenie7940","user","https://x.com/deenie7940","deenie7940",,"Drudge Headline: Cohen Flips? -- Another Mueller Investigation Leak Day Before IG Report https://t.co/qHFR5nEv2J via @gatewaypundit","Wed Jun 13 23:42:21 +0000 2018"
"false","true",,"Mon Dec 14 20:19:30 +0000 2015","",,,,,,,,,,,,,,,,"0","91022","237","261","true","4559529793","false","false","false","","265","Big Tone",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","97251","https://twitter.com/BigTone48674406","user","https://x.com/BigTone48674406","BigTone48674406",,"@LindseyGrahamSC ALL YOU REPUBLICANS SHUT THE FUCK UP KEN STARR TOOK 4 YEARS TO DO HIS INVESTIGATION AND NOT 1 OF YOU MF-ers SAID SHIT NOW YOU LET ROBERT MUELLER FINISH HIS INVESTIGATION UP!!!","Wed Jun 13 23:41:58 +0000 2018"
"false","false",,"Fri Jan 08 16:38:41 +0000 2016","",,,,,,,,,,,,,,,,"0","395","4","151","false","4729117602","false","false","false","","0","BB Beeb",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","224","https://twitter.com/BBBeeb2","user","https://x.com/BBBeeb2","BBBeeb2",,"@dbongino Your welcome Dan... Love your podcast, and your in depth understanding of Mueller, Russia investigation.","Wed Jun 13 23:40:23 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/181140029/1525372704","Sat Aug 21 11:41:23 +0000 2010","Member Church of Jesus Christ. LDS. Legal researcher. Mother 2 sons, survivor of their deaths. Cat herder. 🇺🇸No DMs unless you know me. #NEVERtrump #Resist 🟦",,,,,,,,,,,,,,,,"0","285371","15152","9700","true","181140029","false","false","false","Citizen of America ","14059","Beki Knott 🇺🇸🦅","1389459929388355584","false","https://pbs.twimg.com/profile_images/1141820653210701825/PFZFv1p9_normal.jpg","","338964","https://twitter.com/lotsofuss","user","https://x.com/lotsofuss","lotsofuss",,"So, Mueller has discovered that the Russians he is prosecuting for their criminal meddling in USA 2016 elections are currently involved in ongoing operations. 

Yet Trump and GOP want to have Mueller end the Russia  investigation. What does that tell us? https://t.co/TV8zxhZTOx","Wed Jun 13 23:40:04 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/736142658666520577/1667837944","Fri May 27 10:31:01 +0000 2016","",,,,,,,,,,,,,,,,"0","9194","77","77","false","736142658666520577","false","false","false","","5426","4Q, @elonmusk",,"false","https://pbs.twimg.com/profile_images/1589653670232297472/LO-d9Cm4_normal.jpg","","37807","https://twitter.com/SteveMartinson9","user","https://x.com/SteveMartinson9","SteveMartinson9",,"@RepMarkMeadows What threats have been made of Rosenstein?  Republicans have leaked information regarding the investigation to the President.  That kind of justifies his action.  You are just looking for a way to fire him so you can get to Mueller.  Yes, it is that obvious.","Wed Jun 13 23:38:44 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/878803859174547456/1653453321","Sun Jun 25 02:35:42 +0000 2017","Analista de Inteligencia. Cátedra de servicios de inteligencia y sistemas democráticos. Máster ínteruniversitario en análisis de inteligencia.",,,,,,,,,,,"serviciosdeinteligencia.com","http://serviciosdeinteligencia.com/","0","23","https://t.co/PrUUvosDAL","0","51093","5974","904","true","878803859174547456","false","false","false","Sarajevo, Bosnia y Herzegovina","3779","Santiago","1789204559828603265","false","https://pbs.twimg.com/profile_images/1529482822838255618/LzD4ZprE_normal.jpg","","31764","https://twitter.com/AnalystSantiago","user","https://x.com/AnalystSantiago","AnalystSantiago",,"Belgian intelligence watchdog warns of Russian election meddling https://t.co/bZuCwCeR0P","Wed Jun 13 23:59:55 +0000 2018"
"false","false",,"Sun Aug 28 14:26:23 +0000 2016","",,,,,,,,,,,,,,,,"0","145894","497","126","true","769903960102735872","false","false","false","Florida, USA","538","Agnes",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","41883","https://twitter.com/Agnescitizen","user","https://x.com/Agnescitizen","Agnescitizen",,"@Bill68627166 @FoxNews @realDonaldTrump What is Trump doing to stop the Russia meddling during the midterm election? NADA! He wants Republicans to win the election so he wouldn’t get Impeach!","Wed Jun 13 22:53:56 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/2199975324/1493294200","Sun Nov 17 18:24:09 +0000 2013","K.I.A…offline and wtf!",,,,,,,,,,,,,,,,"0","323361","1983","4871","true","2199975324","false","false","false","Covfefe, Covfefe","29535","DAER","1729232621266477454","false","https://pbs.twimg.com/profile_images/1856333826450194432/0etwA7oK_normal.jpg","","361381","https://twitter.com/SpaceHoolie","user","https://x.com/SpaceHoolie","SpaceHoolie",,"@tedlieu @nikkihaley @POTUS @realDonaldTrump Putin:
Syria takeover
Killing of Reporters
Killing non supporters 
Nuclear proliferation and deployed cruise missiles
Iran meddling
Election meddling 
North Korea supporter
Crimea annexation
Ukraine invasion
Downing commercial airliner MH7
Neo Nazi support
Division of U.S. https://t.co/U1vjXVANCA","Wed Jun 13 22:48:44 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/36511832/1683966944","Wed Apr 29 22:58:35 +0000 2009","#faith,& #blessings...",,,,,,,,,,,"virtualdjradio.com/channels/","https://virtualdjradio.com/channels/","0","23","https://t.co/7aEzHfzLF4","0","7326","3577","5023","false","36511832","false","false","false","Error 451","55831","emctsprime","692700379553726464","false","https://pbs.twimg.com/profile_images/1127279196831510528/b6rJRYEy_normal.png","","389282","https://twitter.com/emctsprime","user","https://x.com/emctsprime","emctsprime",,"SHOCK REPORT=&gt; MORE EVIDENCE Proves Foreign Meddling in 2016 Election Was From UK... NOT Russia https://t.co/iXmTbu0bv3 via @gatewaypundit","Wed Jun 13 22:44:57 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/434573147/1682503481","Mon Dec 12 01:36:35 +0000 2011","Follow Citizens' Dawn at https://t.co/4NWMQKKpxd . Bitchute: https://t.co/pEnU2Lrjml…","gab.ai/CitizensDawn","http://gab.ai/CitizensDawn","25","48","https://t.co/4NWMQKKpxd","bitchute.com/channel/citize","http://bitchute.com/channel/citize","61","84","https://t.co/pEnU2Lrjml","citizensdawn.org","https://www.citizensdawn.org","0","23","https://t.co/2C6nX4rm79","0","20006","3778","5987","true","434573147","true","false","false","Mt. Washington","7735","Citizens' Dawn ✝️🐂","1836378647608881635","false","https://pbs.twimg.com/profile_images/1732065211996069888/g5eAoouj_normal.jpg","","85831","https://twitter.com/citizensdawn","user","https://x.com/citizensdawn","citizensdawn",,"Election meddling @DHSgov @NSAGov @FBI #qanon #WeThePeople https://t.co/PxWUH0DBg2","Wed Jun 13 22:40:56 +0000 2018"
"false","true",,"Sun Nov 01 16:49:29 +0000 2015","U.S Navy Retired",,,,,,,,,,,,,,,,"0","5403","302","791","true","4091152341","false","false","false","Florida, USA","21","Larry Bays",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","9337","https://twitter.com/bayslarry9406","user","https://x.com/bayslarry9406","bayslarry9406",,"Mueller warns of ellection meddling in 2018 elections, Just like Obama tried to do in Russia and Isreal . Can you say response to Obamas cheating and lying about these  and more countries. Mueller won't invesrigate obama for this medding in election.","Wed Jun 13 22:17:28 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/788203416811995136/1477727299","Tue Oct 18 02:21:53 +0000 2016","We Dare Not Forget That We Are Heirs Of The Revolution. #wikileaks #NeverHillary #TheUP #UnitedPatriots UrbanPatriot@USA.com",,,,,,,,,,,"facebook.com/The-Urban-Patr…","https://www.facebook.com/The-Urban-Patriot-1760166780890892/","0","23","https://t.co/87NuSQkEbx","0","142","299","413","false","788203416811995136","false","false","false","United States","7015","The Urban Patriot","792370768990597120","false","https://pbs.twimg.com/profile_images/792271797244694528/MriOnbhM_normal.jpg","","52148","https://twitter.com/TheUrbanPatriot","user","https://x.com/TheUrbanPatriot","TheUrbanPatriot",,"JW filed a FOIA lawsuit w/ the State Dept for answers on the improper unmasking efforts and all of the intelligence leaking efforts connected to Obama U.N. Ambassador Samantha Power's involvement with the probe into Russian meddling in the 2016 election. https://t.co/6If0MRzqxn","Wed Jun 13 22:16:19 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/18247062/1696268589","Fri Dec 19 18:04:57 +0000 2008","A conservative non-partisan educational foundation promoting transparency, accountability, & integrity in government. Follow us on FB & Instagram: judicialwatch",,,,,,,,,,,"jwatch.us/prmMwg","http://jwatch.us/prmMwg","0","23","https://t.co/5jmPRuECas","0","1430","2194639","1720","false","18247062","true","false","false","Washington, DC","29257","Judicial Watch ⚖️","1861153111055691880","false","https://pbs.twimg.com/profile_images/1564371419307409408/8nktWC02_normal.jpg","","105760","https://twitter.com/JudicialWatch","user","https://x.com/JudicialWatch","JudicialWatch","Business","JW filed a FOIA lawsuit w/ the State Dept for answers on the improper unmasking efforts and all of the intelligence leaking efforts connected to Obama U.N. Ambassador Samantha Power's involvement with the probe into Russian meddling in the 2016 election. https://t.co/Z2NqyyzSUi","Wed Jun 13 22:15:00 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/3908751556/1590752848","Fri Oct 09 12:02:28 +0000 2015","professor, Cornell University — historian of work and war, @ClassRaceGlobal, the intersectional and the international — writing in @AmHistReview, @HDiplo, etc.",,,,,,,,,,,"as.cornell.edu/people/tejasvi…","https://as.cornell.edu/people/tejasvi-nagaraja","0","23","https://t.co/qqlc1RQkdg","0","14627","3215","3592","true","3908751556","false","false","false","","1244","Tejasvi Nagaraja","1343973946841047041","false","https://pbs.twimg.com/profile_images/1386347236662124544/hPsrSYDJ_normal.jpg","","18641","https://twitter.com/TejNagaraja","user","https://x.com/TejNagaraja","TejNagaraja",,"The inquiry on Russia, which indicted Manafort -- is also examining UAE &amp; #Saudi meddling to help Trump win US election..
The billionaire Tom Barrack opened Trump's ties with UAE &amp; Saudi.. TB recently made $400M deal in L.A. with Israeli &amp; UAE companies..

https://t.co/4uG7zIhi5Z","Wed Jun 13 22:13:21 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/352861762/1669054452","Thu Aug 11 05:19:40 +0000 2011","Mother wife educator traveler friend She/Her Tweets are my own / Retweets not necessarily endorsements @MBWeir@historians.social",,,,,,,,,,,,,,,,"0","170904","1845","2791","false","352861762","false","false","false","Southern California","3275","SpeakUp StandUp",,"false","https://pbs.twimg.com/profile_images/1594756073004539904/uf-OoKMy_normal.jpg","","429709","https://twitter.com/WeirMB","user","https://x.com/WeirMB","WeirMB",,"Mueller Warns Foreign Election Meddling Still Occurring (via @countable) https://t.co/Jxcde7u2yQ","Wed Jun 13 22:09:32 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/842631610058985472/1714615853","Fri Mar 17 07:00:05 +0000 2017","The best daily anti-MAGA e-newsletter in the history of the world. Formerly the atAdvocacy newsletter, formererly OD Action.",,,,,,,,,,,"doseofdemocracy.com","https://doseofdemocracy.com","0","23","https://t.co/6sXzaqLl6V","0","1362","2483","737","true","842631610058985472","false","false","false","Ahead of our time.","19650","Daily Dose of Democracy",,"false","https://pbs.twimg.com/profile_images/1785854440630571008/L46veV1y_normal.jpg","","33523","https://twitter.com/DoseOfDemocracy","user","https://x.com/DoseOfDemocracy","DoseOfDemocracy",,"JUST IN: It turns out the 2016 election wasn't the only thing the Russian dictator has been meddling in... https://t.co/o1zgeCkzHS","Wed Jun 13 21:55:25 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/2307161366/1667658267","Thu Jan 23 20:04:39 +0000 2014","Fake",,,,,,,,,,,,,,,,"0","155","34","89","true","2307161366","false","false","false","","158","Proud",,"false","https://pbs.twimg.com/profile_images/1588900049735634945/sH6M5HYf_normal.jpg","","48811","https://twitter.com/ProudLeaving","user","https://x.com/ProudLeaving","ProudLeaving",,"Mueller warns that election, politics meddling by foreigners is still happening https://t.co/eZANP2okcR","Wed Jun 13 21:31:27 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/718555294574321665/1460288799","Fri Apr 08 21:45:07 +0000 2016","God is still working on me. Follow at your own risk. Father & admirer of Booker T Proverbs 3:5-6 Verbs: Hustle/ Flow Pronouns: Hustle/ Magnificent",,,,,,,,,,,,,,,,"0","139544","6342","4681","true","718555294574321665","false","false","false","At a theater near you","22412","Blue Checked by his Grace (Chunky Muad’Dib))","1659522245390213120","false","https://pbs.twimg.com/profile_images/1407387939454210055/Xt--jE0U_normal.jpg","","139892","https://twitter.com/ChunkyTWshngtn","user","https://x.com/ChunkyTWshngtn","ChunkyTWshngtn",,"@kmoc01 @aaronjmate @thenation Show me which witches have been indicted for conspiracy to coordinate with Russia to hack the DNC then release the emails?

Even Manaforts case has nothing to do with election meddling. They don't even have evidence that he coordinated with Russia during the election.","Wed Jun 13 21:26:57 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/2492014608/1626827138","Mon May 12 22:08:49 +0000 2014","",,,,,,,,,,,,,,,,"0","37840","1683","4337","true","2492014608","false","false","false","","438","Delaney Rose",,"false","https://pbs.twimg.com/profile_images/1529977220575465473/JIO9_4SP_normal.png","","43229","https://twitter.com/DelaneyRose4","user","https://x.com/DelaneyRose4","DelaneyRose4",,"@dannija15 @Lori1981Ann1 @Acosta LOL! Yep, just like Obama answered all of our questions. Remember James Rosen? Remember Sheryl Attkisson? Remember Obama meddling in Israel's Election? Remember Obama meddling in the UK warning them they'd be at the back of the line if they voted for Brexit?","Wed Jun 13 21:25:27 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/385011449/1543615377","Tue Oct 04 18:25:27 +0000 2011","I #Organize. Changing world one conversation at a time. #Bargaining to give workers a strong voice on the job. Come for one of us & we all show up. #1U",,,,,,,,,,,,,,,,"0","1309","1209","2272","false","385011449","false","false","false","Washington, DC","413","Suzanne Sapp (she/her/hers)",,"false","https://pbs.twimg.com/profile_images/1533103912730800130/2x4lBfkP_normal.jpg","","13850","https://twitter.com/SuzSapp","user","https://x.com/SuzSapp","SuzSapp",,"Mueller warns that election, politics meddling by foreigners is still happening https://t.co/BOJ7tA4hcT","Wed Jun 13 21:11:24 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/616291101/1700038029","Sat Jun 23 15:37:02 +0000 2012","Author of the Political Crime Thriller: Knight's Gambit! Available On Amazon.",,,,,,,,,,,,,,,,"0","91509","1974","3075","true","616291101","false","false","false","","7608","Kevin G. Robinson 🤵🏼🇬🇧🏳️‍🌈🍸📖🖋",,"false","https://pbs.twimg.com/profile_images/1846476728635453440/lmkF7nWq_normal.jpg","","51733","https://twitter.com/00K3VIN","user","https://x.com/00K3VIN","00K3VIN",,"@Z1rNz0 @desertrival @thehill Out of the two of them she was the better alternative because she wasn't under Russian influence or control &amp; she wouldn't be letting Russia get away with election meddling in the US or anywhere else or allowing them to undermine Western alliances which Trump has done under Putin","Wed Jun 13 21:06:24 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/115603919/1622811492","Fri Feb 19 07:18:58 +0000 2010","🇺🇸🇺🇸🇺🇸",,,,,,,,,,,,,,,,"0","27965","477","1283","true","115603919","false","false","false","Los Angeles, CA","11924","Minimadden",,"false","https://pbs.twimg.com/profile_images/1347376857616764930/gYoMDzjC_normal.jpg","","59934","https://twitter.com/Minimadden","user","https://x.com/Minimadden","Minimadden",,"@actual_chaos @drawandstrike You must not have been paying attention to the news, Cohen was caught red handed in a multi-million dollar pay for play scheme involving a Russian billionaire sanctioned for election meddling. SDNY has plenty more to talk to Cohen about than taxi medallions. The things he's seen! https://t.co/uduA7UEMqO","Wed Jun 13 20:53:02 +0000 2018"
