"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/523745442/1464893868","Tue Mar 13 22:27:55 +0000 2012","San Francisco Liberal, Food Scientist, Naturalist, Foodie, Food Safety Consultant, Environmentalist",,,,,,,,,,,,,,,,"0","312","65","163","false","523745442","false","false","false","Oakland,CA Lake Merritt","26","Xy Lough",,"false","https://pbs.twimg.com/profile_images/474258769107353600/kEuMOVXJ_normal.jpeg","","725","https://twitter.com/Xylough","user","https://x.com/Xylough","Xylough",,"Congress cannot end its investigation into Trump’s Russia ties until Mueller has completed his.  Don’t let @DevinNunes hide the facts. https://t.co/ls9VYcCEmn via @CREDOmobile","Thu Jan 18 23:58:47 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/336635912/1676375716","Sat Jul 16 16:52:02 +0000 2011","I loves my family my friends & a great book – Animal lover- Horse racing my passion- #Entrepreneur 💖",,,,,,,,,,,,,,,,"0","35315","2375","2338","false","336635912","false","false","false","United States","1264","Ingrid Arnone",,"false","https://pbs.twimg.com/profile_images/1625464164050165762/SGpyw1JH_normal.jpg","","30111","https://twitter.com/IngridArnone","user","https://x.com/IngridArnone","IngridArnone",,"Trump White House Secretly Working To Derail Russia Investigation By Gagging Key Witnesses - https://t.co/Z0o9RtMT73","Thu Jan 18 23:52:06 +0000 2018"
"false","false",,"Mon Feb 15 18:26:33 +0000 2016","Live and let live",,,,,,,,,,,,,,,,"0","20181","1040","4544","false","4914919917","false","false","false","Greenville, MS","66","jmfrmp",,"false","https://pbs.twimg.com/profile_images/1007367661511168001/wmE0kf7D_normal.jpg","","25413","https://twitter.com/gogrammi","user","https://x.com/gogrammi","gogrammi",,"@NicolleDWallace @JCZarate1 trump does not want any bipartisan deals. As long as they fight, the focus is off him and his lack of accomplishments and off the Russia investigation.","Thu Jan 18 23:51:57 +0000 2018"
"true","true",,"Tue Mar 17 04:46:08 +0000 2009","Conservative",,,,,,,,,,,,,,,,"0","66583","4455","5940","true","24841259","true","false","false","Chicago metro","1725","Harry",,"false","https://pbs.twimg.com/profile_images/111527591/S_P_Q_R_normal.jpg","","388458","https://twitter.com/harrytpk","user","https://x.com/harrytpk","harrytpk",,"@tameCorraBan @RepDeSantis Whats going down in the Russia investigation is the Clinton campaign AND the Obama Adm. set up a false narrative thru Fusion GPS &amp; using the FISA Court to spy on the Trump campaign using the FBI.  People WILL go to jail but it won't be President Trump","Thu Jan 18 23:50:09 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/336635912/1676375716","Sat Jul 16 16:52:02 +0000 2011","I loves my family my friends & a great book – Animal lover- Horse racing my passion- #Entrepreneur 💖",,,,,,,,,,,,,,,,"0","35315","2375","2338","false","336635912","false","false","false","United States","1264","Ingrid Arnone",,"false","https://pbs.twimg.com/profile_images/1625464164050165762/SGpyw1JH_normal.jpg","","30111","https://twitter.com/IngridArnone","user","https://x.com/IngridArnone","IngridArnone",,"Trump Is Aggressively Trying To Obstruct The Russia Investigation As Justice Closes In On Him - https://t.co/TdtwB6yKPG","Thu Jan 18 23:48:42 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/763010018/1685761759","Fri Aug 17 04:47:23 +0000 2012","Linguist, lawyer, writer, refugee, immigrant • Analyzing propaganda, media, Russia, Ukraine • @Euromaidanpress @StopFakingNews • Democracy•Inclusion•Innovation",,,,,,,,,,,"eastwestblog.net","https://eastwestblog.net/","0","23","https://t.co/9AdxgjfCXi","0","116133","25560","3882","true","763010018","true","false","false","🦋 bsky 🐘 mas.to 🧵threads","16924","🇺🇦Paula Chertok🗽","749341038582435844","false","https://pbs.twimg.com/profile_images/1506864322189832196/bLhiMN2q_normal.jpg","","115763","https://twitter.com/PaulaChertok","user","https://x.com/PaulaChertok","PaulaChertok",,"The Trump-Russia-NRA Connection: Here’s What You Need to Know. Good piece by @7im on the explosive McClatchy report on FBI investigation into Russian banker Torshin and NRA, who spent unprecedented $30 million to get Trump elected (nearly 3x spent in 2012) https://t.co/s7ZHjstC4j","Thu Jan 18 23:48:23 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/17446493/1678996142","Mon Nov 17 18:04:16 +0000 2008","Southern raised, Seattle for 10 years, Tel Aviv in 94 & 95, San Francisco for 10 years, Southern again. Yoga is a circulatory health thing I do.",,,,,,,,,,,,,,,,"0","12785","4930","2650","false","17446493","false","false","false","Jacksonville, Florida, USA","5419","Brian Castellani",,"false","https://pbs.twimg.com/profile_images/1636453514535641112/HMK6ysYN_normal.jpg","","92425","https://twitter.com/castellani","user","https://x.com/castellani","castellani",,"Key Trump campaign official ""Corey Lewandowski"" is completely stonewalling the House Intelligence Committee amid the Trump-Russia investigation https://t.co/r6nvK9hyWo via @PoliticsInsider","Thu Jan 18 23:42:52 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/15815676/1485483203","Mon Aug 11 23:45:22 +0000 2008","fearless JOURNALIST -u can get NEWS from around the world 24/7- 365 days- North East West South-follow me- nearly 7 billion people - -more than 100 countries.",,,,,,,,,,,,,,,,"0","86","1718","4933","true","15815676","false","false","false","Houston,TX","9588","thaiparampil",,"false","https://pbs.twimg.com/profile_images/535647969320529920/uJ6r95XR_normal.png","","405809","https://twitter.com/thaiparampil","user","https://x.com/thaiparampil","thaiparampil",,"Trump and the Russia investigation: What to know via the @FoxNews App https://t.co/QBvZFM5RVf","Thu Jan 18 23:42:47 +0000 2018"
"false","true",,"Wed Apr 29 12:43:43 +0000 2009","",,,,,,,,,,,,,,,,"0","0","51","39","false","36347945","false","false","false","","135","Luis Antonio",,"false","https://pbs.twimg.com/profile_images/231208547/Self_0002_normal.jpg","","35556","https://twitter.com/LuisAntonioCC","user","https://x.com/LuisAntonioCC","LuisAntonioCC",,"Why Bannon subpoena looks like a significant moment in investigation into Trump-Russia links https://t.co/0aVD622m1F","Thu Jan 18 23:42:33 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/135852163/1551920443","Thu Apr 22 11:42:32 +0000 2010","I make music I like to use new sounds",,,,,,,,,,,"twiends.com/ajustaman","http://twiends.com/ajustaman","0","23","https://t.co/lZKcld7NWR","0","469","268","772","false","135852163","false","false","false","","241","holly ray abernathy","890720307681558529","false","https://pbs.twimg.com/profile_images/1103460616625250304/UciZlwzF_normal.png","","942","https://twitter.com/ajustaman","user","https://x.com/ajustaman","ajustaman",,"the cost of the Russia investigation  the cost we are paying for will blow your mind no nothing  you ask him why are you doing this on trump where dems destroyed hard drives  leaked classified information uranium and know I'm paying  for a witch hunt","Thu Jan 18 23:42:01 +0000 2018"
