"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/14437914/1730072881","Fri Apr 18 21:57:17 +0000 2008","Follow PBS News for daily, breaking and live news, plus special coverage. We are home to PBS News Hour, ranked the most credible and objective TV news show.",,,,,,,,,,,"pbs.org/newshour/","https://www.pbs.org/newshour/","0","23","https://t.co/Qa9AP1WmPb","0","19407","1169093","82172","true","14437914","true","false","false","Arlington, VA","30733","PBS News",,"false","https://pbs.twimg.com/profile_images/1802788878216015872/IL9U_ksg_normal.jpg","","252349","https://twitter.com/NewsHour","user","https://x.com/NewsHour","NewsHour","Former Sec. of State @Madeleine Albright, ""it troubles me,"" that the Russians were able to meddle in the 2016 election. @JohnKasich points out that the Russian meddling as well as other factors have created a political divide in the country that's slowing progress. #PBSNEWS now https://t.co/dkkJNbUn5X","Tue Jan 16 23:35:33 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/808510529086124033/1512324704","Tue Dec 13 03:15:06 +0000 2016","Let's have a big hand for Donald Drumpf!",,,,,,,,,,,,,,,,"0","15970","176","443","false","808510529086124033","false","false","false","","1437","Drumpf","889584281231785985","false","https://pbs.twimg.com/profile_images/846380723519062017/M2O_C-0c_normal.jpg","","25267","https://twitter.com/DDrumpf16","user","https://x.com/DDrumpf16","DDrumpf16","@LouDobbs @realDonaldTrump @RepMattGaetz @POTUS What planet are you living on, Lou?! This investigation must go on! We need to know the full extend of Russia's meddling in our 2016 election.","Tue Jan 16 23:16:53 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/368002889/1531013398","Sun Sep 04 22:47:44 +0000 2011","med student, night owl, political junkie",,,,,,,,,,,,,,,,"0","38490","725","540","true","368002889","false","false","false","She won 2.868.962 more votes","1795","carmen grace","868151343441117185","false","https://pbs.twimg.com/profile_images/1095811584214077446/gIZHyav6_normal.png","","34594","https://twitter.com/tatoorodamn","user","https://x.com/tatoorodamn","tatoorodamn","@jane_doe4321 @PamelaD03188603 @FoxNews @TomFitton @ChelseaClinton @HillaryClinton @DNC I feel that she was cheated, and that something abnormal went on before an during the election, all arrows point to the Russian meddling now, we'll just have to wait for the Mueller Investigation's conclusion","Tue Jan 16 22:43:14 +0000 2018"
"true","true",,"Sun Jun 14 07:04:21 +0000 2009","",,,,,,,,,,,,,,,,"0","9015","38","112","false","47051127","false","false","false","Bay Area","207","Cindy",,"false","https://pbs.twimg.com/profile_images/795068863268278272/K5Xtt1Nk_normal.jpg","","3827","https://twitter.com/Boothilda","user","https://x.com/Boothilda","Boothilda","EXTRA SANCTIONS against Russia for any future election meddling?! Fuckwad still hasn't followed thru w their sanctions from this go round, despite having the paperwork &amp; just needing to sign it! https://t.co/bmK1Wh8Lj4","Tue Jan 16 22:34:41 +0000 2018"
"false","true",,"Sun Apr 16 00:19:48 +0000 2017","",,,,,,,,,,,,,,,,"0","3326","20","50","true","853402508626100224","false","false","false","Everywhere ","540","alexa",,"false","https://pbs.twimg.com/profile_images/853404583946833921/38QHROTr_normal.jpg","","10951","https://twitter.com/Reini25","user","https://x.com/Reini25","Reini25","@ancerrone @FoxNews @POTUS Niger, to which there are still no answers to what happened, calling gold star widow pier, 95 days of golf in 1 year presidency, bullying and attacking just about everybody, not care about Russian meddling of election, plenty of drone kills, stealing SCOTUS, embarrassment etc.","Tue Jan 16 21:56:34 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/323920783/1633984929","Sat Jun 25 17:24:58 +0000 2011","An editor at @Statesman. News junkie, avid reader, film buff, history enthusiast, fan of the great outdoors and bit of a science/tech nerd. Retweets ≠ approval.",,,,,,,,,,,,,,,,"0","684","509","187","false","323920783","false","false","false","Austin, TX","80","David Forrest",,"false","https://pbs.twimg.com/profile_images/732957895847895040/_gU-w-sj_normal.jpg","","32130","https://twitter.com/NewsForrest","user","https://x.com/NewsForrest","NewsForrest","#SteveBannon subpoenaed by #RobertMueller to testify before a grand jury in the investigation into Russian meddling in the 2016 presidential election and its possible ties to the Trump campaign: https://t.co/3G8dsGHXhF","Tue Jan 16 21:54:18 +0000 2018"
"false","true",,"Thu Nov 02 05:05:43 +0000 2017","",,,,,,,,,,,,,,,,"0","102","0","59","true","925952034200805376","false","false","false","","23","Porque",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","162","https://twitter.com/Lloraras","user","https://x.com/Lloraras","Lloraras","@marcorubio @ChrisVanHollen It's more than meddling in an election and punishment should be much harsher just shy of a declaration of war to make sure everyone is on notice and it wouldn't be tolerated, period.","Tue Jan 16 21:46:50 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/20441260/1469047471","Mon Feb 09 15:19:49 +0000 2009","@McClatchyDC/@MiamiHerald investigations, ex-@publicintegrity, @stateline_news. Husband of @ruthigielnik. Tips: https://t.co/hItsvpEKZl, bwieder@protonmail.com","bit.ly/MCCsecure","http://bit.ly/MCCsecure","112","135","https://t.co/hItsvpEKZl",,,,,,,,,,,"0","10721","6576","3663","true","20441260","false","false","false","Washington, DC","902","Ben Wieder","1775200521961234848","false","https://pbs.twimg.com/profile_images/1295205977713717248/TYyWEiPa_normal.jpg","","17511","https://twitter.com/benbwieder","user","https://x.com/benbwieder","benbwieder","Rubio-backed bill would punish Russia for future election-meddling https://t.co/1TdZinWquP","Tue Jan 16 21:14:41 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/806898588127264768/1481223084","Thu Dec 08 16:29:49 +0000 2016","What we think, we become.",,,,,,,,,,,,,,,,"0","8712","119","364","false","806898588127264768","false","false","false","Newport, OR","419","Chad Thompson",,"false","https://pbs.twimg.com/profile_images/1353896864261705728/57hRXSEC_normal.jpg","","5402","https://twitter.com/BohnerFuller","user","https://x.com/BohnerFuller","BohnerFuller","@RT_com 🤔This should read: “How Russian meddling in the US election wrecked normalization between the two” 😏","Tue Jan 16 20:43:51 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/857371228520288258/1493402985","Wed Apr 26 23:10:04 +0000 2017","End Racism. We won 2020. #ResistanceKeepFighting Wipe Out #DirtyRogueGOP #VoteBlue2022 #StaySafeTogether #WearAMask No Lists No DM's #Blue4Ever #VoteBLUE2022",,,,,,,,,,,,,,,,"0","24849","2375","3039","true","857371228520288258","false","false","false","United States","2364","Resist #DirtyRogueGOP #VoteBlue MaskUp 💙🌊🇺🇸🌎",,"false","https://pbs.twimg.com/profile_images/962782110137311232/cexv6Rqx_normal.jpg","","50048","https://twitter.com/acastaneda3705","user","https://x.com/acastaneda3705","acastaneda3705","@EdKrassen  This video needs to be retweeted and retweetedd and retweeted again.  This is the fight for America that we must follow.  @CoryBooker.
Remember trump has not implemented sanctions against Russia due to their meddling in our election. He wants America to be Russia https://t.co/KbYkHqgs7C","Tue Jan 16 20:37:24 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/135513396/1637928947","Wed Apr 21 14:22:56 +0000 2010","Christian, Husband, Father, Son, Receptive Tour Operator, Golfer",,,,,,,,,,,,,,,,"0","9011","291","457","true","135513396","true","false","false","Tennessee","32","Bill Oliver",,"false","https://pbs.twimg.com/profile_images/953642957856362496/-NkWIt-C_normal.jpg","","2824","https://twitter.com/tntourdude","user","https://x.com/tntourdude","tntourdude","@marcorubio @ChrisVanHollen Serious and honest question from an American conservative.  When former President Obama endorsed and supported Macron last year in French election...was that not America meddling in a foreign election?  Keep up the fight Sen Rubio.","Tue Jan 16 20:24:57 +0000 2018"
"false","true",,"Thu Dec 14 19:18:55 +0000 2017","Retired army officer with 26 years. 100% disabled from Vietnam War. Conservative.",,,,,,,,,,,,,,,,"0","11683","115","320","false","941387039538327553","false","false","false","","0","Ed Wiseman",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","4273","https://twitter.com/EdEdwiseman","user","https://x.com/EdEdwiseman","EdEdwiseman","@marcorubio @ChrisVanHollen Are we meddling in Russia’s election?  I understand that they say we are","Tue Jan 16 20:08:32 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/220706575/1513450354","Sun Nov 28 16:11:43 +0000 2010","Civil rights activist. LGBT community organizer. 🏳️‍🌈 Resisting persistently. Secret battle rap fan.",,,,,,,,,,,"facebook.com/1NadineSmith","http://www.facebook.com/1NadineSmith","0","23","https://t.co/kyguX7Y7lq","0","25030","5122","1481","true","220706575","false","false","false","Florida","972","Nadine Smith",,"false","https://pbs.twimg.com/profile_images/1796598317381713925/1rSuXsPI_normal.jpg","","88296","https://twitter.com/1NadineSmith","user","https://x.com/1NadineSmith","1NadineSmith","@marcorubio @ChrisVanHollen Yes, yes. Very good. Now, @MarcoRubio, will you and your GOP colleagues STOP trying to derail the current investigation into actual election meddling by foreign powers.","Tue Jan 16 19:40:31 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/526799287/1494214637","Fri Mar 16 21:12:37 +0000 2012","Vlogger, Christian, truthseeker, martial artist, terrible breakdancer. Read a Thomas Sowell book or something https://t.co/uhs4ugbIIZ","amzn.to/3bbet63","https://amzn.to/3bbet63","110","133","https://t.co/uhs4ugbIIZ",,,,,,"amzn.to/3bbet63","https://amzn.to/3bbet63","0","23","https://t.co/uhs4ugbIIZ","0","11480","9844","10069","false","526799287","false","false","false","All over it!","2208","TruthPlease",,"false","https://pbs.twimg.com/profile_images/883549759645995010/KSGUqbXj_normal.jpg","","12706","https://twitter.com/yourworlddaily","user","https://x.com/yourworlddaily","yourworlddaily","Wow. A nation of idiots. We had an eight year crime spree &amp; people are worried about if @POTUS called a shithole a ""shithole"".

Focus on Uranium One, BO's election meddling in Israel &amp; Egypt, his spying on Israelis &amp; others and the targeting of opp. Fools!

Nielsen","Tue Jan 16 19:34:28 +0000 2018"
"false","true",,"Sat Dec 22 14:46:26 +0000 2007","",,,,,,,,,,,,,,,,"0","1","119","53","false","11432912","false","false","false","","38","Orphan",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","116859","https://twitter.com/Orphan","user","https://x.com/Orphan","Orphan","""House intelligence committee will question Steve Bannon. Meanwhile, Bannon has been subpoenaed by the special counsel, Robert Mueller, as part of his investigation into Russian meddling in the 2016 election""","Tue Jan 16 18:51:22 +0000 2018"
"false","true",,"Thu Jul 02 10:57:22 +0000 2009","Antivirus, malware, IT Security, whatever",,,,,,,,,,,"antivirus.blog.hu","http://antivirus.blog.hu","0","22","http://t.co/OMGSFFitf0","0","8","422","118","false","53031943","false","false","false","Hungary","3534","Csizmazia-Darab István",,"false","https://pbs.twimg.com/profile_images/436358895112441856/5yjKMxV2_normal.png","","24676","https://twitter.com/antivirusblog","user","https://x.com/antivirusblog","antivirusblog","Sweden raises alarm on election meddling: https://t.co/Fkw5EnwSXD","Tue Jan 16 18:39:25 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/25239465/1685104643","Thu Mar 19 04:42:38 +0000 2009","Crappy drummer. Tired dad. Mediocre gamer. Makes noises when he gets up. Old school WWF enthusiast. Fan of Red Sox, Seinfeld, Yacht Rock & other cheesy things.",,,,,,,,,,,,,,,,"0","15319","830","908","true","25239465","false","false","false","New Jersey, USA","3400","Garden State Goofball","1265304554444410880","false","https://pbs.twimg.com/profile_images/1740797160969351168/i_yCkZjT_normal.jpg","","29825","https://twitter.com/JurisprudenceNJ","user","https://x.com/JurisprudenceNJ","JurisprudenceNJ","@ericgarland @Solafide12 100% agree. What is underreported (even amongst us patriots) however is that the propaganda &amp; voter suppression were DISPOSITIVE. That’s why “election meddling” gets my goat. Russia didn’t put Saran Wrap on a toilet seat. They hijacked our democracy. And continue to do so.","Tue Jan 16 18:28:45 +0000 2018"
