author/affiliatesHighlightedLabel/label/badge/url,author/affiliatesHighlightedLabel/label/description,author/affiliatesHighlightedLabel/label/url/url,author/affiliatesHighlightedLabel/label/url/urlType,author/affiliatesHighlightedLabel/label/userLabelDisplayType,author/affiliatesHighlightedLabel/label/userLabelType,author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/description/urls/0/display_url,author/entities/description/urls/0/expanded_url,author/entities/description/urls/0/indices/0,author/entities/description/urls/0/indices/1,author/entities/description/urls/0/url,author/entities/description/urls/1/display_url,author/entities/description/urls/1/expanded_url,author/entities/description/urls/1/indices/0,author/entities/description/urls/1/indices/1,author/entities/description/urls/1/url,author/entities/description/urls/2/display_url,author/entities/description/urls/2/expanded_url,author/entities/description/urls/2/indices/0,author/entities/description/urls/2/indices/1,author/entities/description/urls/2/url,author/entities/url/urls/0/display_url,author/entities/url/urls/0/expanded_url,author/entities/url/urls/0/indices/0,author/entities/url/urls/0/indices/1,author/entities/url/urls/0/url,author/fastFollowersCount,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/id,author/isBlueVerified,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/possiblySensitive,author/profilePicture,author/status,author/statusesCount,author/twitterUrl,author/type,author/url,author/userName,author/verifiedType,text,createdAt,att,stance
,,,,,,True,False,https://pbs.twimg.com/profile_banners/1129618998180614145/1721042833,Sat May 18 05:25:31 +0000 2019,Namibia’s number one talk radio station. Get our iOS and Android app: https://t.co/jXsobxyN3g,hyperurl.co/EagleFM,http://hyperurl.co/EagleFM,70.0,93.0,https://t.co/jXsobxyN3g,,,,,,,,,,,eaglefm.com.na,http://www.eaglefm.com.na,0.0,23.0,https://t.co/a7WxNziS00,0,719,68863,452,True,1129618998180614145,True,False,False,Namibia,13349,Eagle FM Namibia,1.8628494838699955e+18,False,https://pbs.twimg.com/profile_images/1129621422958100481/WdpsV45-_normal.png,,30201,https://twitter.com/EagleFMNam,user,https://x.com/EagleFMNam,EagleFMNam,,"Opposition parties have thrown their support behind the Independent Patriots for Change (IPC) in its urgent legal bid to challenge the 2024 Presidential and National Assembly election results.  

The parties accuse the Electoral Commission of Namibia (ECN) of lacking impartiality, citing alleged favoritism toward the ruling Swapo Party.  

The IPC's application follows widespread criticism over the ECN’s handling of the elections, with opposition leaders claiming the commission undermined the democratic process.  

Video: Contributed",Sun Dec 01 17:30:56 +0000 2024,0.07500000000000001,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/113191401/1723476393,Thu Feb 11 00:46:21 +0000 2010,Running to be the next Lt. Governor of Virginia • 80th Mayor of @CityRichmondVA • Proud Husband & Girl Dad • Secretary of the Commonwealth (2014-2016),,,,,,,,,,,,,,,,levarstoney.com,http://levarstoney.com,0.0,23.0,https://t.co/nhGvhw81oI,0,5403,37431,2050,True,113191401,True,False,False,"Richmond, VA",2209,Mayor Levar M. Stoney,1.7827264550565686e+18,False,https://pbs.twimg.com/profile_images/1841929605344555010/ii00w_5W_normal.jpg,,9779,https://twitter.com/LevarStoney,user,https://x.com/LevarStoney,LevarStoney,,"Despite a red wave nationally, we kept Virginia true to its core and stayed blue in the 2024 Presidential election, and we elected Democrats across our Commonwealth. 

Let’s do it again in just one year–we are the backstop in the fight for our freedoms.",Sun Dec 01 16:55:07 +0000 2024,0.11666666666666665,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/40850617/1712145952,Mon May 18 10:42:01 +0000 2009,"The official Twitter account of The Namibian, Namibia's biggest daily newspaper.",,,,,,,,,,,,,,,,namibian.com.na,http://www.namibian.com.na,0.0,23.0,https://t.co/T8ciemtdbv,0,1479,420708,635,True,40850617,False,False,False,"Windhoek, Namibia",77617,The Namibian,1.863287311909159e+18,False,https://pbs.twimg.com/profile_images/1802637268710019072/xB5agx9A_normal.jpg,,101474,https://twitter.com/TheNamibian,user,https://x.com/TheNamibian,TheNamibian,,"BREAKING NEWS ... Swapo candidate Netumbo Nandi-Ndaitwah has taken an early lead in Namibia's 2024 presidential election, with 51.51% of counted votes going in her favour. https://t.co/bUDbqD3u14",Sun Dec 01 15:27:36 +0000 2024,0.1,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/376785441/1729766500,Tue Sep 20 13:58:29 +0000 2011,PhD(c)|Marketing Consultant|Media & Comms Strategist|Corporate Trainer|Policy Analyst,,,,,,,,,,,,,,,,chrisatadika.com,http://www.chrisatadika.com,0.0,23.0,https://t.co/FhKgAKcEyC,0,45351,21772,12669,True,376785441,True,False,False,,2318,Chris Atadika,1.6382470072224727e+18,False,https://pbs.twimg.com/profile_images/1839402854257459200/74_iVxcP_normal.jpg,,28238,https://twitter.com/chrisatadika,user,https://x.com/chrisatadika,chrisatadika,,"The NPP lost the 7th December 2024 general election on the 4th of November, 2024. This was the day the party elected Dr Alhaji Mahamudu Bawumia as its flag bearer and presidential candidate for the election. The NPP transgressed and committed a strategic sin that day.",Sun Dec 01 11:37:42 +0000 2024,0.05000000000000002,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/1545523991217147907/1669023224,Fri Jul 08 21:43:41 +0000 2022,"#Maga #miga #israelisforever #geertwilderspvv #Trump2024
#GiantSlayers #Milei",,,,,,,,,,,,,,,,,,,,,0,586646,79868,70670,True,1545523991217147907,True,False,False,,37942,Elena,,False,https://pbs.twimg.com/profile_images/1645324562932875264/K2x88NdD_normal.jpg,,654320,https://twitter.com/helen44767171,user,https://x.com/helen44767171,helen44767171,,"Nearly a month after Donald Trump’s decisive victory over Kamala Harris in the 2024 presidential election, a surprising sentiment has emerged from an unexpected source. Cenk Uygur, a progressive political commentator and host of The Young Turks, took to social media today to share his unexpected optimism despite his outspoken opposition to Trump during the campaign.

https://t.co/uYwblsGtvi",Sun Dec 01 10:46:12 +0000 2024,0.1619047619047619,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/1621687674598838273/1725835310,Sat Feb 04 01:50:57 +0000 2023,"Congressional Briefer, Counterterrorism Analyst, Global Affairs Advocate • Seen in @cnbc @foxnews @newsmax • Founder & Chairman of the pro-Trump @HFAFPAC 🇺🇸",,,,,,,,,,,,,,,,HindusforAmericaFirst.com,http://HindusforAmericaFirst.com,0.0,23.0,https://t.co/SQdPKFKSBD,0,43552,12521,1226,True,1621687674598838273,True,False,False,United States,104,Utsav 🇺🇸🐘,1.8616959813030423e+18,False,https://pbs.twimg.com/profile_images/1751796666049449984/xBijvzyQ_normal.jpg,,11898,https://twitter.com/UtsavSanduja,user,https://x.com/UtsavSanduja,UtsavSanduja,,".@HFAFPAC mobilized Hindu Americans to back @realDonaldTrump in the 2024 Presidential Election. Our efforts increased vote shares in communities with sizable Hindu populations in AZ, GA, MI and NC

Donate today to help us secure President Trump’s nominees

https://t.co/a9SSoRuDNz",Sun Dec 01 02:11:30 +0000 2024,0.2,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/2301990517/1609810343,Mon Jan 20 20:32:14 +0000 2014,"Trial lawyer, with high profile wins for clients in civil and criminal cases. Tax law, criminal defense, civil rights, and constitutional law. Political bettor.",,,,,,,,,,,,,,,,barneslawllp.com,http://www.barneslawllp.com,0.0,23.0,https://t.co/izgImUwscF,0,39343,338049,5489,True,2301990517,True,False,False,Las Vegas,2909,Robert Barnes,1.3487075959854572e+18,False,https://pbs.twimg.com/profile_images/1346265974018695168/aK6Ge2th_normal.jpg,,293567,https://twitter.com/barnes_law,user,https://x.com/barnes_law,barnes_law,,"#Trump dismissal
#KashPatelFBIDirector
#Blackrock exposed
#debanking over politics
#RayEpps loses
@rumblevideo sues California over speech
#BorderWall win in court
#TornadoCash win for crypto
LIVE! w/ @thevivafrei on @rumblevideo
https://t.co/tULWkikIVR",Sun Dec 01 23:14:52 +0000 2024,0.36761363636363636,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/14505245/1400706225,Thu Apr 24 02:26:22 +0000 2008,"While Other Networks Lie To You About What's Happening Now, 𝐈𝐧𝐟𝐨𝐰𝐚𝐫𝐬 Tells You The Truth About What's Happening Next",,,,,,,,,,,,,,,,infowarsstore.com,http://www.infowarsstore.com,0.0,23.0,https://t.co/xbq2XPiKzZ,0,10485,640189,1102,False,14505245,True,False,False,"Austin, Texas",9823,INFOWARS,1.863342721512977e+18,False,https://pbs.twimg.com/profile_images/1857843302311112704/9JIZKlh8_normal.jpg,,60520,https://twitter.com/infowars,user,https://x.com/infowars,infowars,,Liberal Women Sterilizing Themselves after Trump Win https://t.co/0GxLxZwxji,Sun Dec 01 22:59:16 +0000 2024,0.8,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/1711915450836357120/1730877437,Wed Oct 11 01:24:07 +0000 2023,"Registered Republican, now an independent | Deep State Director (FBI is a parody)",,,,,,,,,,,,,,,,,,,,,0,26159,37053,5498,False,1711915450836357120,True,False,False,"New York, USA",3902,Agent Self FBI,1.827209179477525e+18,False,https://pbs.twimg.com/profile_images/1855635326657576961/PLoI3Hdn_normal.jpg,,26924,https://twitter.com/Self_FBI,user,https://x.com/Self_FBI,Self_FBI,,Trump won the election. And the MAGA cultist is still easy to rile up… you all can’t even win right. You’re still insufferable.,Sun Dec 01 22:28:30 +0000 2024,0.5063492063492063,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/27933405/1463703311,Tue Mar 31 18:44:18 +0000 2009,"Director & Editor for TV, Films & Music Videos. Winner of things you’ve never heard of. Project Greenlight Greenies nominee. https://t.co/JoF9hr0HFa",Tizzyent.bsky.social,http://Tizzyent.bsky.social,125.0,148.0,https://t.co/JoF9hr0HFa,,,,,,,,,,,linktr.ee/Tizzyent,https://linktr.ee/Tizzyent,0.0,23.0,https://t.co/RalyDCv9GC,0,2261,592691,2544,True,27933405,True,False,False,"Florida, USA",9521,TizzyEnt,1.3156265576884838e+18,False,https://pbs.twimg.com/profile_images/1804362679605215232/cxuhX8oD_normal.jpg,,30017,https://twitter.com/TizzyEnt,user,https://x.com/TizzyEnt,TizzyEnt,,How did Trump win? Maybe this had something to do with it. @ivehaditpodcast https://t.co/1rZ2LcYGm3,Sun Dec 01 22:04:49 +0000 2024,0.8,Support
