"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"false","false",,"Mon Nov 25 04:04:29 +0000 2013","",,,,,,,,,,,"0","10669","24","360","true","2194999709","false","false","false","","1","Southern belle",,"false","https://pbs.twimg.com/profile_images/837401227914854402/CBlgx9eu_normal.jpg","","2981","https://twitter.com/Tarheel2302","user","https://x.com/Tarheel2302","Tarheel2302",,"@RepAdamSchiff @POTUS What's happening w/Trump/Russia investigation. TREASON shouldn't b taking a back seat! If it was a Dem U can bet Repubs would be on it!","Mon May 01 23:36:37 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/93429412/1659266623","Sun Nov 29 16:21:12 +0000 2009","i like fair! i like equity! promote the general welfare or get the hell out of the govt.!",,,,,,,,,,,"0","207966","1935","3958","true","93429412","false","false","false","Washington, USA","138","Theresa Adkins","1043207329552850944","false","https://pbs.twimg.com/profile_images/796518337161199616/PM5ki-8U_normal.jpg","","79163","https://twitter.com/treesatreesa","user","https://x.com/treesatreesa","treesatreesa",,"@RepAdamSchiff @POTUS yes agreed. How is the investigation into Trump/Russia going? I'd like an update and an uptick in action...","Mon May 01 23:21:35 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/16354376/1461529125","Thu Sep 18 22:21:43 +0000 2008","She/Her. Race and gender equity leader. Part-time cake boss. Macaron-making addict.",,,,,,,,,,,"0","652","849","289","true","16354376","false","false","false","Minnesota ","381","Joy Marsh","579842393534554112","false","https://pbs.twimg.com/profile_images/1458233061339013131/ANi5iSp5_normal.jpg","","9612","https://twitter.com/AboundingJoy","user","https://x.com/AboundingJoy","AboundingJoy",,"We look to the Russia investigation to reveal how we can impeach Trump. #OBConf2017  @mashagessen","Mon May 01 23:04:18 +0000 2017"
,,,,,,"true","false",,"Wed Jan 11 17:52:21 +0000 2017","",,,,,,,,,,,"0","14343","46","31","true","819240544111099906","false","false","false","","2336","Penny Lane",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","9554","https://twitter.com/PennyLa35203480","user","https://x.com/PennyLa35203480","PennyLa35203480",,"@CNN How much longer Trump Russia🇷🇺collusion re 2016 election delayed investigation. Demand justice and impeachment also staff.CLINTON establish","Mon May 01 22:47:53 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/142789542/1529474874","Tue May 11 19:32:54 +0000 2010","I don't expect to be justified by the laws of men.",,,,,,,,,,,"0","15743","694","3458","true","142789542","false","false","false","Imperial Beach, CA","1153","Dustin","1855651914601664620","false","https://pbs.twimg.com/profile_images/1788800539129720832/iTZjK76u_normal.jpg","","14353","https://twitter.com/axslinger2001","user","https://x.com/axslinger2001","axslinger2001",,"@RobMarchione @jaketapper @brikeilarcnn comey said investigation. Russia is a cover 4 surveillance of Trump, he won and Russia is the excuse","Mon May 01 22:35:09 +0000 2017"
,,,,,,"false","true",,"Thu Feb 16 23:16:49 +0000 2017","I exist to exquisitely eviscerate evil with expert execution. 
(@ Home)",,,,,,,,,,,"0","104700","164","200","false","832368161924247553","false","false","false","Not particularly important","1171","The Dapper Darkness",,"false","https://pbs.twimg.com/profile_images/1008531260468277248/YR0M7enq_normal.jpg","","33876","https://twitter.com/DapperDarkness","user","https://x.com/DapperDarkness","DapperDarkness",,"@ABC @NBCNews @CNN @CBSNews @MSNBC There's a good chance Trump is lying to distract from Russia. An independent investigation would help. https://t.co/hlfnvd4kiZ","Mon May 01 22:25:04 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/827478882685050880/1501510206","Fri Feb 03 11:28:34 +0000 2017","President Donald Trump Latest News and Updates from various news publications at one place https://t.co/N3za4Aq3dE","newzeb.com/topic/donald%2…","http://www.newzeb.com/topic/donald%20trump","91","114","https://t.co/N3za4Aq3dE","newzeb.com","http://www.newzeb.com","0","23","https://t.co/AJipr7WHof","0","0","206","474","false","827478882685050880","false","false","false","San Francisco, CA","0","Donald Trump News",,"false","https://pbs.twimg.com/profile_images/892000787718520833/HfWr9MNY_normal.jpg","","10889","https://twitter.com/Dtrump_newzeb","user","https://x.com/Dtrump_newzeb","Dtrump_newzeb",,"Comey will testify publicly on Russia investigation next week - POLITICO https://t.co/UmhEZrixaP","Mon May 01 22:24:03 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1284956808/1728997179","Thu Mar 21 03:39:28 +0000 2013","#Science #Tolkien #ResistTrumpFascism #NotGoingAnywhere
Followed by @AmyKlobuchar @NilsLofgren @NancySinatra @BorowitzReport Blocked by @RudyGiuliani @Catturd",,,,,,,,,,,"0","199360","64288","51795","true","1284956808","false","false","false","Chicago, IL","1993","Thomas Reich","1026681343214866432","false","https://pbs.twimg.com/profile_images/1854899271201394688/2F6d5FcL_normal.jpg","","173558","https://twitter.com/gollum1419_g","user","https://x.com/gollum1419_g","gollum1419_g",,"Carl Bernstein Suspects a Cover up on Trump-Russia Investigation
https://t.co/dqa2HD7bsE #MarchForTruth #TrumpRussia #Russiagate #Trump #GOP","Mon May 01 22:22:58 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/7455152/1421042287","Fri Jul 13 16:07:52 +0000 2007","Journalism professor: evolving news & info shares; new & social media practice; visual stuff. Lots of visual stuff. @ Cronkite School, Arizona State University",,,,,,"igshoutouts.tumblr.com","https://igshoutouts.tumblr.com/","0","23","https://t.co/mBcCnSeGTM","0","20888","4834","2693","true","7455152","false","false","false","Richmond, Virginia","1383","Leslie-Jean Thornton",,"false","https://pbs.twimg.com/profile_images/93395882/fresco_normal.jpg","","26114","https://twitter.com/ljthornton","user","https://x.com/ljthornton","ljthornton",,"In case you've lost track or need an update on the Trump/Russia investigation: https://t.co/RRBx6pET0I","Mon May 01 22:14:24 +0000 2017"
,,,,,,"true","false",,"Sun Feb 12 16:42:46 +0000 2017","Just being me !!! #Resistance always 😇😈😇😇😇😈😇",,,,,,,,,,,"0","129040","2557","3630","true","830819446142885888","false","false","false","Washington, DC","70","impolsive👡👒👙👜",,"false","https://pbs.twimg.com/profile_images/830829709088931840/1hxCCZvu_normal.jpg","","124634","https://twitter.com/ardeth_lewis","user","https://x.com/ardeth_lewis","ardeth_lewis",,"@MarcusC22973194 Called told me there voting no and there getting an independent  investigation on trump and Russia and there getting calls saying the same","Mon May 01 22:07:28 +0000 2017"
