"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true",,"Sun Jun 11 16:36:11 +0000 2017","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","2","0","34","false","873941944438796288","false","false","false","","0","Rhett Lipscomb",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","14","https://twitter.com/rhett_lipscomb","user","https://x.com/rhett_lipscomb","rhett_lipscomb","Sally Yates Just Laid Out The Harsh Truth About The Trump-Russia Investigation https://t.co/1S5ng0uf13 via @anteksiler","Wed Jun 28 23:55:13 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/826409555210936320/1489799192","Tue Jan 31 12:39:26 +0000 2017","Resistance is necessary! Being liberal is about liberty. You break it, you buy it. Trumpers have no idea what they have done to themselves. Poor suckers.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","8089","85","172","false","826409555210936320","false","false","false","","389","Bloody Mary Trump",,"false","https://pbs.twimg.com/profile_images/880882386468319232/NOZjXt6D_normal.jpg","","6016","https://twitter.com/Roguemom1","user","https://x.com/Roguemom1","Roguemom1","@1angryhillbilly @CNNPolitics The only person who has kept Trump/Russia investigation alive is Trump. Read his tweets. 🙄","Wed Jun 28 23:51:20 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/1013986122/1500072197","Sat Dec 15 21:51:47 +0000 2012","Ex-cop, son and father of cops, so you know where I stand. Blue in a Red State Proud supporter of #TheResistance #Gunsense #MarriageEquality #ProChoice",,,,,,,,,,,,,,,,,,,,,,,,,,"0","16578","7828","9225","true","1013986122","false","false","false","utah","246","Dave Ryan",,"false","https://pbs.twimg.com/profile_images/882054025356627969/kJTdE3sE_normal.jpg","","47798","https://twitter.com/maddogg2463","user","https://x.com/maddogg2463","maddogg2463","So, Van Jones thinks Trump/Russia is nothing,so what, he doesn't know anymore than I do. Wait for the investigation.","Wed Jun 28 23:50:13 +0000 2017"
"false","true",,"Thu Mar 29 22:02:36 +0000 2012","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","2170","108","650","false","540398781","false","false","false","","819","Deplorable29",,"false","https://pbs.twimg.com/profile_images/910962863304581120/fVNQ6BDq_normal.jpg","","6082","https://twitter.com/deplorable29","user","https://x.com/deplorable29","deplorable29","@maxinecabassa @Kacy1000 @medictrout @bluewivesunite @eugenegu @Impeach_D_Trump @HillaryClinton @emilyslist Russia investigation is going no where and never will. Just costing money and taking up time.","Wed Jun 28 23:44:43 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/769025252/1630965505","Mon Aug 20 07:17:37 +0000 2012","FB:Sean Hannity Jerome Corsi Charlie Kirk Matt Couch Scott Pressler Amy Mek Janie Johnson Matt Kolken Ryan Fournier Erin CruzJuanita Broaddrick",,,,,,,,,,,,,,,,,,,,,,,,,,"0","139820","7825","8399","true","769025252","false","false","false","","1741","Bossy Boots🍊IFB","1092538261652815873","false","https://pbs.twimg.com/profile_images/481298149479170048/E-qPpTbo_normal.jpeg","","300350","https://twitter.com/robbielynn53","user","https://x.com/robbielynn53","robbielynn53","CNN Commentator Van Jones Admits Trump-Russia Investigation Is A ""Nothing burger"" - The Political Insider https://t.co/ndJu2A4BXB","Wed Jun 28 23:41:54 +0000 2017"
"false","false",,"Wed Mar 24 23:56:34 +0000 2010","Born1931,child,student,teacher,wife,mother,grand & gr grandmo. Baby in profile pic is1st grgrand at 1st BD party a bit stunned just like I am most of the time.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","78813","5235","6071","true","126145029","false","false","false","Florence, Alabama","84","Carolyn Neuman",,"false","https://pbs.twimg.com/profile_images/2292997215/5l04aok5auc1mk07j4mm_normal.jpeg","","135295","https://twitter.com/84stillcounting","user","https://x.com/84stillcounting","84stillcounting","Donald Trump and his team hired an army of lawyers for Russia investigation. Who made the list? https://t.co/JysFb9RDFG via @usatoday","Wed Jun 28 23:38:34 +0000 2017"
"false","false",,"Wed Mar 24 23:56:34 +0000 2010","Born1931,child,student,teacher,wife,mother,grand & gr grandmo. Baby in profile pic is1st grgrand at 1st BD party a bit stunned just like I am most of the time.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","78813","5235","6071","true","126145029","false","false","false","Florence, Alabama","84","Carolyn Neuman",,"false","https://pbs.twimg.com/profile_images/2292997215/5l04aok5auc1mk07j4mm_normal.jpeg","","135295","https://twitter.com/84stillcounting","user","https://x.com/84stillcounting","84stillcounting","6/28/17:Donald Trump and his team hired an army of lawyers for Russia investigation.Who made the list? https://t.co/JysFb9RDFG via @usatoday","Wed Jun 28 23:38:13 +0000 2017"
"true","false",,"Mon Apr 24 18:42:00 +0000 2017","Hi I'm Alan I have six kids. Retired SSG.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","3538","536","891","false","856578989556736001","false","false","false","Clarksville Tennessee ","201","Wolfhound",,"false","https://pbs.twimg.com/profile_images/1650163195573682183/UDBKQRuU_normal.jpg","","6037","https://twitter.com/AlanBradford55","user","https://x.com/AlanBradford55","AlanBradford55","@WalterShort15 @PeterPrunski @Christos1977 @CNN Obama targeting his campaign, Russia Trump collusion was bullshit he was never under investigation ect.","Wed Jun 28 23:33:14 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/700475132/1593473544","Tue Jul 17 06:04:23 +0000 2012","Trained in Finance and International Relations. #VoteBlue #VoteTwice",,,,,,,,,,,,,,,,,,,,,,,,,,"0","10219","1197","4369","false","700475132","false","false","false","Coast","273","@RadTrade","985958005417095168","false","https://pbs.twimg.com/profile_images/460496890900258816/2WtdRzLo_normal.jpeg","","18921","https://twitter.com/RadTrade","user","https://x.com/RadTrade","RadTrade","Burr-""chasing every pathway on Russia Collusion."" Presumably, including Trump's tax returns &amp; FinCEN investigation. Burr is the GOP Chair.","Wed Jun 28 23:27:58 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/17879173/1485906456","Thu Dec 04 21:09:12 +0000 2008","True Bluesman (guitar, harp, keys, vocals), songwriter, arranger, producer, author, and artist. Okinawan Martial Arts. #Resist",,,,,,,,,,,,,,,,,,,,,"sonicbids.com/whiteboyslim","http://www.sonicbids.com/whiteboyslim","0","23","https://t.co/1XNIW5OA74","0","55664","6319","5812","true","17879173","false","false","false","Planet Earth","459","Whiteboy_Slim",,"false","https://pbs.twimg.com/profile_images/910754708079435776/YThVPWbB_normal.jpg","","157999","https://twitter.com/Whiteboy_Slim","user","https://x.com/Whiteboy_Slim","Whiteboy_Slim","Sally Yates Just Laid Out The Harsh Truth About The Trump-Russia Investigation https://t.co/zuYYLyoLbn","Wed Jun 28 23:23:05 +0000 2017"
