"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/814886731002494976/1484418233","Fri Dec 30 17:31:51 +0000 2016","I follow back all #MAGA.",,,,,,,,,,,,,,,,"0","30279","805","1893","true","814886731002494976","true","false","false","","644","HollywoodHawk","1793004493295976471","false","https://pbs.twimg.com/profile_images/820336546670735360/yDcL6pds_normal.jpg","","28310","https://twitter.com/_HollywoodHawk","user","https://x.com/_HollywoodHawk","_HollywoodHawk","Organized Invasion? Election meddling? Importing democrats? Who is paying for this and why? #CaravanaMigrante","Wed Oct 17 23:55:37 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/64717261/1660715179","Tue Aug 11 13:47:00 +0000 2009","NZ born 👊🏾 Aussie living. jayllo@bsky.social",,,,,,,,,,,,,,,,"0","11966","4744","5212","true","64717261","false","false","false","Townsville, Queensland","1954","Keepin it real","1844659731987927405","false","https://pbs.twimg.com/profile_images/1588430374556033024/qYYc9nE-_normal.jpg","","18882","https://twitter.com/Jayllo77","user","https://x.com/Jayllo77","Jayllo77","Twitter releases US election meddling data https://t.co/Jwr3H5HrXd","Wed Oct 17 23:54:05 +0000 2018"
"false","true",,"Mon Sep 27 03:56:11 +0000 2010","",,,,,,,,,,,"YOUTUBE.COM/FUNNAGAN","http://YOUTUBE.COM/FUNNAGAN","0","22","http://t.co/bLovzaySP6","0","246","2711","4939","true","195610523","false","false","false","LOS ANGELES","26858","BRIAN FUNNAGAN","1808907265761816950","false","https://pbs.twimg.com/profile_images/1434474442/BRIANPIX_normal.jpg","","742848","https://twitter.com/FUNNAGAN","user","https://x.com/FUNNAGAN","FUNNAGAN","House Democrats denounce Trump's claims of Chinese election meddling https://t.co/Ap9OcvPzSH","Wed Oct 17 23:53:24 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/2320226816/1451627778","Fri Jan 31 04:41:05 +0000 2014","Commentary on the Social and Political Issues of Georgia and Beyond - Homer M. Scarborough, Jr., Editor.",,,,,,,,,,,"GeorgiaNewsOnline.net","http://www.GeorgiaNewsOnline.net","0","23","https://t.co/uhNXvfxYaI","0","40","395","363","true","2320226816","false","false","false","Macon, GA","401","Georgia News Online",,"false","https://pbs.twimg.com/profile_images/1001160754677125120/khsEyNBX_normal.jpg","","37717","https://twitter.com/GeorgiaNews66","user","https://x.com/GeorgiaNews66","GeorgiaNews66","House Democrats denounce Trump's claims of Chinese election meddling - Axios https://t.co/eVJkk77OC8","Wed Oct 17 23:44:42 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/827492463585669120/1489824258","Fri Feb 03 12:22:32 +0000 2017","Only for politics, i am a complete ultra liberal. Living in NY and NC. I love listening to all, plus giving kindness, empathy, respect and politeness to all.",,,,,,,,,,,,,,,,"0","69377","1511","4199","false","827492463585669120","false","false","false","","128","carole conrad",,"false","https://pbs.twimg.com/profile_images/843009571614593026/DZiz_wqB_normal.jpg","","159120","https://twitter.com/CaroleCasuco","user","https://x.com/CaroleCasuco","CaroleCasuco","House Democrats denounce Trump's claims of Chinese election meddling https://t.co/VJHvoo4pqY","Wed Oct 17 23:43:28 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/38991695/1709458922","Sun May 10 03:58:28 +0000 2009","love dogs,Alabama football",,,,,,,,,,,,,,,,"0","77624","3792","4980","true","38991695","false","false","false","TN","1095","Forever",,"false","https://pbs.twimg.com/profile_images/1764224554975547392/CHwpaSXV_normal.jpg","","130224","https://twitter.com/pnix49","user","https://x.com/pnix49","pnix49","If You Want To See What Real Election Meddling Looks Like, Look No Further - Great American Republic https://t.co/izKLabqnoV","Wed Oct 17 23:34:22 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/21651982/1721907390","Mon Feb 23 13:29:00 +0000 2009","Constitutionalist.  America First. Small Business Owner",,,,,,,,,,,"stevefergusonsearchenginemarketing.com","https://stevefergusonsearchenginemarketing.com/","0","23","https://t.co/NNro2sNjw7","0","229515","218579","147065","true","21651982","true","false","false","Massachusetts","3501","Steve Ferguson",,"false","https://pbs.twimg.com/profile_images/2208089005/Steve_Ferguson_normal.jpg","","737372","https://twitter.com/lsferguson","user","https://x.com/lsferguson","lsferguson","@BreeTide Losers is right.  The only collusion is with the Democrat Party, and the governments of the United Kingdom and Australia.  Throw in the voter fraud and the illegal aliens voting plus the malign influence of George Soros and you have election meddling on a grand scale","Wed Oct 17 23:26:08 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/343326523/1533869870","Wed Jul 27 11:56:53 +0000 2011","From VN, the Widow of a VN War veteran who passed away due to Agent Orange. Mother of 4, grandmother of 4.",,,,,,,,,,,,,,,,"0","9973","448","121","true","343326523","false","false","false","","5444","@Josephine","1183436458658615297","false","https://pbs.twimg.com/profile_images/1291521766226112514/lmP6yWqa_normal.jpg","","46337","https://twitter.com/phinathome","user","https://x.com/phinathome","phinathome","Hello, I’m Your Election: Speculative Fiction by Genevieve ...
https://t.co/eW2zmIaRU5...

13 days ago · What to Expect When You’re Electing. ... Election interference has been happening for centuries, but the misinformation spread online adds a new level of meddling opportunity","Wed Oct 17 23:11:04 +0000 2018"
"true","false",,"Sat Jan 21 00:13:31 +0000 2012","https://t.co/6s1r59fsTT","gab.ai/ROR1774","https://gab.ai/ROR1774","0","23","https://t.co/6s1r59fsTT",,,,,,,,,,,"0","422","1186","1932","false","469785324","false","false","false","","10750","George T Washington",,"false","https://pbs.twimg.com/profile_images/3317239765/895c8b3264f7279ce04dd0c816324b98_normal.png","","31541","https://twitter.com/rhinonever","user","https://x.com/rhinonever","rhinonever","NEW YORK TIMES ADMITS MEMES ARE “TOOLS OF INFLUENCE” AS TWITTER DROPS BAN HAMMER

Is Twitter election meddling by censoring the NPC meme?
https://t.co/OEDgNrpR1Y... https://t.co/ge41pCACgs","Wed Oct 17 23:08:41 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/949501527047262208/1593988156","Sat Jan 06 04:42:59 +0000 2018","Father, Husband, Engineer, Explorer, Reader, Stargazer.  He Him His",,,,,,,,,,,,,,,,"0","3740","132","239","true","949501527047262208","false","false","false","North Carolina, USA","422","M A Miller","1552648558897135619","false","https://pbs.twimg.com/profile_images/949507623543623680/Ny52OMJi_normal.jpg","","8076","https://twitter.com/MAMRedPill","user","https://x.com/MAMRedPill","MAMRedPill","@RepMarkMeadows @realDonaldTrump Well it is run by a black man, and way more important than criminal justice reform, fixing healthcare, climate, wage inequality/stagnation , budget deficit, Russian election meddling, Saudi journalist assassination...","Wed Oct 17 23:04:56 +0000 2018"
