"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"true","true","https://pbs.twimg.com/profile_banners/301541855/1573316274","Thu May 19 17:01:03 +0000 2011","Fin.consultant, Journalist 
-humbled to be followed by Prime Minister of India
-development  by Modiji is mind boggling",,,,,,,,,,,,,,,,,,,,,"0","9205","4108","3429","true","301541855","false","false","false","","29633","CA Ishwaran मोदीजी मेरे गर्व",,"false","https://pbs.twimg.com/profile_images/1193200407842934784/eBfDWKYB_normal.jpg","","162323","https://twitter.com/ishwaranShree","user","https://x.com/ishwaranShree","ishwaranShree","Why shall @Russia not intervene openly in US election
When 
@WhiteHouse blatantly intervenes in other souverign countries in the name of establish democracy.
But killing civilians including supply of arms to rebels","Sun Oct 21 01:01:41 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/1002698428999184384/1657136809","Fri Jun 01 23:48:29 +0000 2018","The problem with the punditry class is that there is no penalty for being wrong.",,,,,,,,,,,,,,,,,,,,,"0","17989","1487","2188","true","1002698428999184384","false","false","false","Tx","3487","Private Joker","1668390533860052992","false","https://pbs.twimg.com/profile_images/1544765797041577986/x1ilB_3p_normal.jpg","","47859","https://twitter.com/PrivateJoker9","user","https://x.com/PrivateJoker9","PrivateJoker9","@LarrySchweikart And expose which group is behind it; organizing it and paying for it, timed right before a midterm election.

Talk about election meddling... let's have a full FBI investigation!","Sun Oct 21 23:59:28 +0000 2018"
"false","false",,"Fri Apr 06 04:06:15 +0000 2018","",,,,,,,,,,,,,,,,,,,,,"0","7481","167","233","true","982107191128735746","false","false","false","","8","BooDoo",,"false","https://pbs.twimg.com/profile_images/1016538220992106501/dvhid8X8_normal.jpg","","17852","https://twitter.com/hoonoo111","user","https://x.com/hoonoo111","hoonoo111","@TTFO11 @EJDuboisL7444 @realDonaldTrump So Russia would want the people that booted them out of the G8 and imposed sanctions for Crimea but not the guy who tried to get them back into the G8, tried to lift sanctions, refused to impose sanctions for election meddling and refused to respond to them hacking our elec. grid","Sun Oct 21 23:55:12 +0000 2018"
"false","true",,"Sun Feb 23 02:13:32 +0000 2014","",,,,,,,,,,,,,,,,,,,,,"0","19","2","1","false","2357273138","false","false","false","","0","Sally Dietzen",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","1346","https://twitter.com/DietzenSally","user","https://x.com/DietzenSally","DietzenSally","@AsleepTooLong @Jim_Jordan Can’t have what appears to be election meddling. Surely you know that.","Sun Oct 21 23:41:36 +0000 2018"
"false","true",,"Sat Jun 13 12:25:11 +0000 2009","Combat veteran, Dayton Flyer alumni/fan, BS Finance, MS Econ.  Born in UK, grew up in Asia, served in Middle East, South and Central America",,,,,,,,,,,,,,,,,,,,,"0","34411","336","539","true","46877078","false","false","false","Cincinnati","317","CJ2etc",,"false","https://pbs.twimg.com/profile_images/977729962970112000/XVIBt18R_normal.jpg","","12197","https://twitter.com/CJ2etc","user","https://x.com/CJ2etc","CJ2etc","@brithume He must have found a copy of the Democratic Playbook.   Good.  Open a special council into election meddling and fraud","Sun Oct 21 23:38:16 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/732743168911888384/1614545754","Wed May 18 01:22:39 +0000 2016","Helping others realize life changes with easy walking routines.",,,,,,,,,,,,,,,,"wewalkdaily.com","http://wewalkdaily.com","0","23","https://t.co/sP6gesZH3J","0","587","76","99","false","732743168911888384","false","false","false","Greenlawn, NY","66","Ken","732747108311261185","false","https://pbs.twimg.com/profile_images/1366130021748912139/KTxoW11__normal.jpg","","340","https://twitter.com/WeWalkDaily","user","https://x.com/WeWalkDaily","WeWalkDaily","@Acosta What does Russian mid term election meddling look like?","Sun Oct 21 23:31:24 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/138347068/1636211363","Thu Apr 29 08:48:53 +0000 2010","Latest news from Hyderabad, Telangana, India, Gulf and around the World.",,,,,,,,,,,,,,,,"siasat.com","https://www.siasat.com","0","23","https://t.co/l81WVVIB10","0","410","38044","56","true","138347068","true","false","false","Hyderabad, India","71963","The Siasat Daily",,"false","https://pbs.twimg.com/profile_images/1103921581196103681/VRHdQqtv_normal.png","","173672","https://twitter.com/TheSiasatDaily","user","https://x.com/TheSiasatDaily","TheSiasatDaily","Iran dismisses allegations of meddling in US election https://t.co/AXHOhqNdgi https://t.co/v8xb3R7XYE","Sun Oct 21 23:24:19 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/965032418410450944/1535595642","Sun Feb 18 01:17:12 +0000 2018","TERM LIMITS, no more career politicians. If this was so today, Republicans would be working for the best interests of the country, not to keep their jobs.",,,,,,,,,,,,,,,,,,,,,"0","9024","875","1140","true","965032418410450944","false","false","false","Somewherein Fla","42","Jane ain't taking hostages🆘","1143491943667851264","false","https://pbs.twimg.com/profile_images/1144662108774240257/8dROYZ5e_normal.jpg","","14243","https://twitter.com/janeand53","user","https://x.com/janeand53","janeand53","@KamalaHarris Every Georgian should know this, plaster it in every paper. I heard something about Kemp in the 2016 election meddling. He definitely shouldn't be elected, but should be investigated for interfering in an election","Sun Oct 21 23:22:26 +0000 2018"
"false","true",,"Tue May 22 22:23:40 +0000 2018","“Hard times create strong men. Strong men create good times. Good times create weak men. And, weak men create hard times.”  Hard times a coming, thanks leftists",,,,,,,,,,,,,,,,,,,,,"0","84798","266","595","true","999053206012420102","false","false","false","The US of A","2463","EvidenceOverYourFeelings",,"false","https://pbs.twimg.com/profile_images/1298036127698305024/3M9lU1l6_normal.jpg","","13602","https://twitter.com/NoStepOnSnek76","user","https://x.com/NoStepOnSnek76","NoStepOnSnek76","@Acosta Russian meddling in our elections, so election fraud? Which is the same thing as voter fraud. So why is Russian election fraud more important than domestic election fraud?","Sun Oct 21 22:59:17 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/63286235/1730644245","Wed Aug 05 22:54:30 +0000 2009","life is what you make of it, so fill it with lots of fun, love and happiness.Fighting for what is right #NoOneIsAboveTheLaw #TrumpTreasonousDick",,,,,,,,,,,,,,,,,,,,,"0","66642","1068","1287","true","63286235","false","false","false","USA","755","micki 630",,"false","https://pbs.twimg.com/profile_images/1387142470773972999/UOHIlkyH_normal.jpg","","47632","https://twitter.com/micki6","user","https://x.com/micki6","micki6","BREAKING: Prosecutors File First Indictment In Russian Election Meddling Case https://t.co/3kpaipQXfC","Sun Oct 21 22:56:11 +0000 2018"
